(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) BASE RATE	(5) RVU	(6) GPCI	(7)(a) URBAN BASE RATE / URBAN MILEAGE	(7)(b) RURAL BASE RATE / RURAL MILEAGE	(7c) RURAL BASE RATE / LOWEST QUARTILE	(8) RURAL  GROUND MILES 1-17*
01192	99	A0430	2910.50	1.00	1.085	$3,034.20	$4,551.29	n/a	$4,551.29
01192	99	A0431	3383.89	1.00	1.085	$3,527.71	$5,291.56	n/a	$5,291.56
01192	99	A0432	214.47	1.75	1.085	$405.61	$409.58	n/a	n/a
01192	99	A0433	214.47	2.75	1.085	$637.38	$643.63	$789.09	n/a
01192	99	A0434	214.47	3.25	1.085	$753.27	$760.66	$932.56	n/a
01192	99	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
01192	99	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Hawaii / Guam									
01202	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
01202	01	A0426	214.47	1.20	1.154	$290.81	$293.66	$360.03	n/a
01202	01	A0427	214.47	1.90	1.154	$460.45	$464.96	$570.05	n/a
01202	01	A0428	214.47	1.00	1.154	$242.34	$244.72	$300.02	n/a
01202	01	A0429	214.47	1.60	1.154	$387.75	$391.55	$480.04	n/a
01202	01	A0430	2910.50	1.00	1.154	$3,134.61	$4,701.91	n/a	$4,701.91
01202	01	A0431	3383.89	1.00	1.154	$3,644.45	$5,466.67	n/a	$5,466.67
01202	01	A0432	214.47	1.75	1.154	$424.10	$428.26	n/a	n/a
01202	01	A0433	214.47	2.75	1.154	$666.44	$672.97	$825.07	n/a
01202	01	A0434	214.47	3.25	1.154	$787.61	$795.33	$975.08	n/a
01202	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
01202	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Nevada									
01302	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
01302	00	A0426	214.47	1.20	1.058	$273.17	$275.85	$338.19	n/a
01302	00	A0427	214.47	1.90	1.058	$432.52	$436.76	$535.47	n/a
01302	00	A0428	214.47	1.00	1.058	$227.64	$229.87	$281.82	n/a
01302	00	A0429	214.47	1.60	1.058	$364.23	$367.80	$450.92	n/a
01302	00	A0430	2910.50	1.00	1.058	$2,994.90	$4,492.36	n/a	$4,492.36
01302	00	A0431	3383.89	1.00	1.058	$3,482.02	$5,223.03	n/a	$5,223.03
01302	00	A0432	214.47	1.75	1.058	$398.37	$402.28	n/a	n/a
01302	00	A0433	214.47	2.75	1.058	$626.01	$632.15	$775.02	n/a
01302	00	A0434	214.47	3.25	1.058	$739.83	$747.09	$915.93	n/a
01302	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
01302	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Arizona									
03102	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
03102	00	A0426	214.47	1.20	0.978	$258.47	$261.00	$319.99	n/a
03102	00	A0427	214.47	1.90	0.978	$409.24	$413.25	$506.65	n/a
03102	00	A0428	214.47	1.00	0.978	$215.39	$217.50	$266.66	n/a
03102	00	A0429	214.47	1.60	0.978	$344.62	$348.00	$426.65	n/a
03102	00	A0430	2910.50	1.00	0.978	$2,878.48	$4,317.73	n/a	$4,317.73
03102	00	A0431	3383.89	1.00	0.978	$3,346.67	$5,020.00	n/a	$5,020.00
03102	00	A0432	214.47	1.75	0.978	$376.93	$380.63	n/a	n/a
03102	00	A0433	214.47	2.75	0.978	$592.32	$598.13	$733.31	n/a
03102	00	A0434	214.47	3.25	0.978	$700.02	$706.88	$866.64	n/a
03102	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
03102	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Montana									
03202	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
03202	01	A0426	214.47	1.20	1.000	$262.51	$265.08	$324.99	n/a
03202	01	A0427	214.47	1.90	1.000	$415.64	$419.72	$514.57	n/a
03202	01	A0428	214.47	1.00	1.000	$218.76	$220.90	$270.83	n/a
03202	01	A0429	214.47	1.60	1.000	$350.02	$353.45	$433.33	n/a
03202	01	A0430	2910.50	1.00	1.000	$2,910.50	$4,365.75	n/a	$4,365.75
03202	01	A0431	3383.89	1.00	1.000	$3,383.89	$5,075.84	n/a	$5,075.84
03202	01	A0432	214.47	1.75	1.000	$382.83	$386.58	n/a	n/a
03202	01	A0433	214.47	2.75	1.000	$601.59	$607.49	$744.78	n/a
03202	01	A0434	214.47	3.25	1.000	$710.97	$717.94	$880.19	n/a
03202	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
03202	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
North Dakota									
03302	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
03302	01	A0426	214.47	1.20	1.000	$262.51	$265.08	$324.99	n/a
03302	01	A0427	214.47	1.90	1.000	$415.64	$419.72	$514.57	n/a
03302	01	A0428	214.47	1.00	1.000	$218.76	$220.90	$270.83	n/a
03302	01	A0429	214.47	1.60	1.000	$350.02	$353.45	$433.33	n/a
03302	01	A0430	2910.50	1.00	1.000	$2,910.50	$4,365.75	n/a	$4,365.75
03302	01	A0431	3383.89	1.00	1.000	$3,383.89	$5,075.84	n/a	$5,075.84
03302	01	A0432	214.47	1.75	1.000	$382.83	$386.58	n/a	n/a
03302	01	A0433	214.47	2.75	1.000	$601.59	$607.49	$744.78	n/a
03302	01	A0434	214.47	3.25	1.000	$710.97	$717.94	$880.19	n/a
03302	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
03302	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
South Dakota									
03402	02	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
03402	02	A0426	214.47	1.20	1.000	$262.51	$265.08	$324.99	n/a
03402	02	A0427	214.47	1.90	1.000	$415.64	$419.72	$514.57	n/a
03402	02	A0428	214.47	1.00	1.000	$218.76	$220.90	$270.83	n/a
03402	02	A0429	214.47	1.60	1.000	$350.02	$353.45	$433.33	n/a
03402	02	A0430	2910.50	1.00	1.000	$2,910.50	$4,365.75	n/a	$4,365.75
03402	02	A0431	3383.89	1.00	1.000	$3,383.89	$5,075.84	n/a	$5,075.84
03402	02	A0432	214.47	1.75	1.000	$382.83	$386.58	n/a	n/a
03402	02	A0433	214.47	2.75	1.000	$601.59	$607.49	$744.78	n/a
03402	02	A0434	214.47	3.25	1.000	$710.97	$717.94	$880.19	n/a
03402	02	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
03402	02	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Utah									
03502	09	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
03502	09	A0426	214.47	1.20	0.916	$247.08	$249.50	$305.88	n/a
03502	09	A0427	214.47	1.90	0.916	$391.20	$395.04	$484.32	n/a
03502	09	A0428	214.47	1.00	0.916	$205.90	$207.91	$254.90	n/a
03502	09	A0429	214.47	1.60	0.916	$329.43	$332.66	$407.85	n/a
03502	09	A0430	2910.50	1.00	0.916	$2,788.26	$4,182.39	n/a	$4,182.39
03502	09	A0431	3383.89	1.00	0.916	$3,241.77	$4,862.65	n/a	$4,862.65
03502	09	A0432	214.47	1.75	0.916	$360.32	$363.85	n/a	n/a
03502	09	A0433	214.47	2.75	0.916	$566.21	$571.77	$700.99	n/a
03502	09	A0434	214.47	3.25	0.916	$669.16	$675.72	$828.44	n/a
03502	09	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
03502	09	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Wyoming									
03602	21	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
03602	21	A0426	214.47	1.20	1.000	$262.51	$265.08	$324.99	n/a
03602	21	A0427	214.47	1.90	1.000	$415.64	$419.72	$514.57	n/a
03602	21	A0428	214.47	1.00	1.000	$218.76	$220.90	$270.83	n/a
03602	21	A0429	214.47	1.60	1.000	$350.02	$353.45	$433.33	n/a
03602	21	A0430	2910.50	1.00	1.000	$2,910.50	$4,365.75	n/a	$4,365.75
03602	21	A0431	3383.89	1.00	1.000	$3,383.89	$5,075.84	n/a	$5,075.84
03602	21	A0432	214.47	1.75	1.000	$382.83	$386.58	n/a	n/a
03602	21	A0433	214.47	2.75	1.000	$601.59	$607.49	$744.78	n/a
03602	21	A0434	214.47	3.25	1.000	$710.97	$717.94	$880.19	n/a
03602	21	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
03602	21	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Colorado									
04102	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04102	01	A0426	214.47	1.20	1.004	$263.25	$265.83	$325.90	n/a
04102	01	A0427	214.47	1.90	1.004	$416.81	$420.89	$516.01	n/a
04102	01	A0428	214.47	1.00	1.004	$219.37	$221.52	$271.59	n/a
04102	01	A0429	214.47	1.60	1.004	$351.00	$354.44	$434.54	n/a
04102	01	A0430	2910.50	1.00	1.004	$2,916.32	$4,374.48	n/a	$4,374.48
04102	01	A0431	3383.89	1.00	1.004	$3,390.66	$5,085.99	n/a	$5,085.99
04102	01	A0432	214.47	1.75	1.004	$383.90	$387.66	n/a	n/a
04102	01	A0433	214.47	2.75	1.004	$603.27	$609.19	$746.86	n/a
04102	01	A0434	214.47	3.25	1.004	$712.96	$719.95	$882.66	n/a
04102	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04102	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
New Mexico									
04202	05	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04202	05	A0426	214.47	1.20	0.916	$247.08	$249.50	$305.88	n/a
04202	05	A0427	214.47	1.90	0.916	$391.20	$395.04	$484.32	n/a
04202	05	A0428	214.47	1.00	0.916	$205.90	$207.91	$254.90	n/a
04202	05	A0429	214.47	1.60	0.916	$329.43	$332.66	$407.85	n/a
04202	05	A0430	2910.50	1.00	0.916	$2,788.26	$4,182.39	n/a	$4,182.39
04202	05	A0431	3383.89	1.00	0.916	$3,241.77	$4,862.65	n/a	$4,862.65
04202	05	A0432	214.47	1.75	0.916	$360.32	$363.85	n/a	n/a
04202	05	A0433	214.47	2.75	0.916	$566.21	$571.77	$700.99	n/a
04202	05	A0434	214.47	3.25	0.916	$669.16	$675.72	$828.44	n/a
04202	05	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04202	05	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Oklahoma									
04302	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04302	00	A0426	214.47	1.20	0.856	$236.05	$238.36	$292.23	n/a
04302	00	A0427	214.47	1.90	0.856	$373.75	$377.41	$462.70	n/a
04302	00	A0428	214.47	1.00	0.856	$196.71	$198.64	$243.53	n/a
04302	00	A0429	214.47	1.60	0.856	$314.73	$317.82	$389.65	n/a
04302	00	A0430	2910.50	1.00	0.856	$2,700.94	$4,051.42	n/a	$4,051.42
04302	00	A0431	3383.89	1.00	0.856	$3,140.25	$4,710.37	n/a	$4,710.37
04302	00	A0432	214.47	1.75	0.856	$344.24	$347.61	n/a	n/a
04302	00	A0433	214.47	2.75	0.856	$540.95	$546.25	$669.70	n/a
04302	00	A0434	214.47	3.25	0.856	$639.30	$645.57	$791.47	n/a
04302	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04302	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Texas									
04402	09	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	09	A0426	214.47	1.20	0.987	$260.12	$262.67	$322.04	n/a
04402	09	A0427	214.47	1.90	0.987	$411.86	$415.90	$509.89	n/a
04402	09	A0428	214.47	1.00	0.987	$216.77	$218.89	$268.36	n/a
04402	09	A0429	214.47	1.60	0.987	$346.83	$350.23	$429.38	n/a
04402	09	A0430	2910.50	1.00	0.987	$2,891.58	$4,337.37	n/a	$4,337.37
04402	09	A0431	3383.89	1.00	0.987	$3,361.89	$5,042.84	n/a	$5,042.84
04402	09	A0432	214.47	1.75	0.987	$379.35	$383.06	n/a	n/a
04402	09	A0433	214.47	2.75	0.987	$596.11	$601.96	$738.00	n/a
04402	09	A0434	214.47	3.25	0.987	$704.50	$711.41	$872.18	n/a
04402	09	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	09	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
04402	11	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	11	A0426	214.47	1.20	1.017	$265.64	$268.24	$328.86	n/a
04402	11	A0427	214.47	1.90	1.017	$420.59	$424.71	$520.70	n/a
04402	11	A0428	214.47	1.00	1.017	$221.36	$223.53	$274.05	n/a
04402	11	A0429	214.47	1.60	1.017	$354.18	$357.65	$438.48	n/a
04402	11	A0430	2910.50	1.00	1.017	$2,935.24	$4,402.86	n/a	$4,402.86
04402	11	A0431	3383.89	1.00	1.017	$3,412.65	$5,118.98	n/a	$5,118.98
04402	11	A0432	214.47	1.75	1.017	$387.38	$391.18	n/a	n/a
04402	11	A0433	214.47	2.75	1.017	$608.75	$614.72	$753.64	n/a
04402	11	A0434	214.47	3.25	1.017	$719.43	$726.48	$890.67	n/a
04402	11	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	11	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Texas (cont'd)									
04402	15	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	15	A0426	214.47	1.20	0.996	$261.78	$264.34	$324.08	n/a
04402	15	A0427	214.47	1.90	0.996	$414.48	$418.54	$513.13	n/a
04402	15	A0428	214.47	1.00	0.996	$218.15	$220.29	$270.07	n/a
04402	15	A0429	214.47	1.60	0.996	$349.03	$352.46	$432.11	n/a
04402	15	A0430	2910.50	1.00	0.996	$2,904.68	$4,357.02	n/a	$4,357.02
04402	15	A0431	3383.89	1.00	0.996	$3,377.12	$5,065.68	n/a	$5,065.68
04402	15	A0432	214.47	1.75	0.996	$381.76	$385.50	n/a	n/a
04402	15	A0433	214.47	2.75	0.996	$599.90	$605.79	$742.69	n/a
04402	15	A0434	214.47	3.25	0.996	$708.98	$715.93	$877.73	n/a
04402	15	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	15	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
04402	18	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	18	A0426	214.47	1.20	1.002	$262.88	$265.46	$325.45	n/a
04402	18	A0427	214.47	1.90	1.002	$416.22	$420.31	$515.29	n/a
04402	18	A0428	214.47	1.00	1.002	$219.07	$221.21	$271.21	n/a
04402	18	A0429	214.47	1.60	1.002	$350.51	$353.94	$433.93	n/a
04402	18	A0430	2910.50	1.00	1.002	$2,913.41	$4,370.12	n/a	$4,370.12
04402	18	A0431	3383.89	1.00	1.002	$3,387.27	$5,080.91	n/a	$5,080.91
04402	18	A0432	214.47	1.75	1.002	$383.36	$387.12	n/a	n/a
04402	18	A0433	214.47	2.75	1.002	$602.43	$608.34	$745.82	n/a
04402	18	A0434	214.47	3.25	1.002	$711.96	$718.94	$881.42	n/a
04402	18	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	18	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Texas (cont'd)									
04402	20	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	20	A0426	214.47	1.20	0.896	$243.40	$245.79	$301.33	n/a
04402	20	A0427	214.47	1.90	0.896	$385.38	$389.16	$477.11	n/a
04402	20	A0428	214.47	1.00	0.896	$202.83	$204.82	$251.11	n/a
04402	20	A0429	214.47	1.60	0.896	$324.53	$327.72	$401.78	n/a
04402	20	A0430	2910.50	1.00	0.896	$2,759.15	$4,138.73	n/a	$4,138.73
04402	20	A0431	3383.89	1.00	0.896	$3,207.93	$4,811.89	n/a	$4,811.89
04402	20	A0432	214.47	1.75	0.896	$354.96	$358.44	n/a	n/a
04402	20	A0433	214.47	2.75	0.896	$557.79	$563.26	$690.56	n/a
04402	20	A0434	214.47	3.25	0.896	$659.21	$665.67	$816.11	n/a
04402	20	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	20	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
04402	28	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	28	A0426	214.47	1.20	0.979	$258.65	$261.19	$320.22	n/a
04402	28	A0427	214.47	1.90	0.979	$409.53	$413.55	$507.01	n/a
04402	28	A0428	214.47	1.00	0.979	$215.54	$217.66	$266.85	n/a
04402	28	A0429	214.47	1.60	0.979	$344.87	$348.25	$426.96	n/a
04402	28	A0430	2910.50	1.00	0.979	$2,879.94	$4,319.91	n/a	$4,319.91
04402	28	A0431	3383.89	1.00	0.979	$3,348.36	$5,022.54	n/a	$5,022.54
04402	28	A0432	214.47	1.75	0.979	$377.20	$380.90	n/a	n/a
04402	28	A0433	214.47	2.75	0.979	$592.75	$598.56	$733.83	n/a
04402	28	A0434	214.47	3.25	0.979	$700.52	$707.38	$867.25	n/a
04402	28	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	28	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Texas (cont'd)									
04402	31	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	31	A0426	214.47	1.20	1.009	$264.17	$266.75	$327.04	n/a
04402	31	A0427	214.47	1.90	1.009	$418.26	$422.36	$517.82	n/a
04402	31	A0428	214.47	1.00	1.009	$220.14	$222.30	$272.53	n/a
04402	31	A0429	214.47	1.60	1.009	$352.22	$355.67	$436.06	n/a
04402	31	A0430	2910.50	1.00	1.009	$2,923.60	$4,385.40	n/a	$4,385.40
04402	31	A0431	3383.89	1.00	1.009	$3,399.12	$5,098.68	n/a	$5,098.68
04402	31	A0432	214.47	1.75	1.009	$385.24	$389.02	n/a	n/a
04402	31	A0433	214.47	2.75	1.009	$605.38	$611.31	$749.47	n/a
04402	31	A0434	214.47	3.25	1.009	$715.45	$722.46	$885.74	n/a
04402	31	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	31	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
04402	99	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
04402	99	A0426	214.47	1.20	0.912	$246.34	$248.76	$304.97	n/a
04402	99	A0427	214.47	1.90	0.912	$390.04	$393.86	$482.88	n/a
04402	99	A0428	214.47	1.00	0.912	$205.28	$207.30	$254.15	n/a
04402	99	A0429	214.47	1.60	0.912	$328.45	$331.67	$406.63	n/a
04402	99	A0430	2910.50	1.00	0.912	$2,782.44	$4,173.66	n/a	$4,173.66
04402	99	A0431	3383.89	1.00	0.912	$3,235.00	$4,852.50	n/a	$4,852.50
04402	99	A0432	214.47	1.75	0.912	$359.25	$362.77	n/a	n/a
04402	99	A0433	214.47	2.75	0.912	$564.53	$570.07	$698.90	n/a
04402	99	A0434	214.47	3.25	0.912	$667.17	$673.71	$825.97	n/a
04402	99	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
04402	99	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Iowa									
05102	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05102	00	A0426	214.47	1.20	0.887	$241.75	$244.12	$299.29	n/a
05102	00	A0427	214.47	1.90	0.887	$382.77	$386.52	$473.87	n/a
05102	00	A0428	214.47	1.00	0.887	$201.46	$203.43	$249.41	n/a
05102	00	A0429	214.47	1.60	0.887	$322.33	$325.49	$399.05	n/a
05102	00	A0430	2910.50	1.00	0.887	$2,746.06	$4,119.09	n/a	$4,119.09
05102	00	A0431	3383.89	1.00	0.887	$3,192.70	$4,789.05	n/a	$4,789.05
05102	00	A0432	214.47	1.75	0.887	$352.55	$356.00	n/a	n/a
05102	00	A0433	214.47	2.75	0.887	$554.00	$559.43	$685.87	n/a
05102	00	A0434	214.47	3.25	0.887	$654.73	$661.15	$810.57	n/a
05102	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05102	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Idaho									
05130	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05130	00	A0426	214.47	1.20	0.894	$243.03	$245.42	$300.88	n/a
05130	00	A0427	214.47	1.90	0.894	$384.80	$388.57	$476.39	n/a
05130	00	A0428	214.47	1.00	0.894	$202.53	$204.51	$250.73	n/a
05130	00	A0429	214.47	1.60	0.894	$324.04	$327.22	$401.17	n/a
05130	00	A0430	2910.50	1.00	0.894	$2,756.24	$4,134.37	n/a	$4,134.37
05130	00	A0431	3383.89	1.00	0.894	$3,204.54	$4,806.82	n/a	$4,806.82
05130	00	A0432	214.47	1.75	0.894	$354.42	$357.90	n/a	n/a
05130	00	A0433	214.47	2.75	0.894	$556.95	$562.41	$689.52	n/a
05130	00	A0434	214.47	3.25	0.894	$658.21	$664.67	$814.88	n/a
05130	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05130	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Kansas									
05202	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05202	00	A0426	214.47	1.20	0.894	$243.03	$245.42	$300.88	n/a
05202	00	A0427	214.47	1.90	0.894	$384.80	$388.57	$476.39	n/a
05202	00	A0428	214.47	1.00	0.894	$202.53	$204.51	$250.73	n/a
05202	00	A0429	214.47	1.60	0.894	$324.04	$327.22	$401.17	n/a
05202	00	A0430	2910.50	1.00	0.894	$2,756.24	$4,134.37	n/a	$4,134.37
05202	00	A0431	3383.89	1.00	0.894	$3,204.54	$4,806.82	n/a	$4,806.82
05202	00	A0432	214.47	1.75	0.894	$354.42	$357.90	n/a	n/a
05202	00	A0433	214.47	2.75	0.894	$556.95	$562.41	$689.52	n/a
05202	00	A0434	214.47	3.25	0.894	$658.21	$664.67	$814.88	n/a
05202	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05202	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Missouri									
05302	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05302	01	A0426	214.47	1.20	0.964	$255.90	$258.40	$316.80	n/a
05302	01	A0427	214.47	1.90	0.964	$405.17	$409.14	$501.61	n/a
05302	01	A0428	214.47	1.00	0.964	$213.25	$215.34	$264.00	n/a
05302	01	A0429	214.47	1.60	0.964	$341.19	$344.54	$422.41	n/a
05302	01	A0430	2910.50	1.00	0.964	$2,858.11	$4,287.17	n/a	$4,287.17
05302	01	A0431	3383.89	1.00	0.964	$3,322.98	$4,984.47	n/a	$4,984.47
05302	01	A0432	214.47	1.75	0.964	$373.18	$376.84	n/a	n/a
05302	01	A0433	214.47	2.75	0.964	$586.43	$592.18	$726.01	n/a
05302	01	A0434	214.47	3.25	0.964	$693.05	$699.85	$858.01	n/a
05302	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05302	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
05302	02	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05302	02	A0426	214.47	1.20	0.953	$253.87	$256.36	$314.30	n/a
05302	02	A0427	214.47	1.90	0.953	$401.97	$405.91	$497.64	n/a
05302	02	A0428	214.47	1.00	0.953	$211.56	$213.64	$261.92	n/a
05302	02	A0429	214.47	1.60	0.953	$338.50	$341.82	$419.07	n/a
05302	02	A0430	2910.50	1.00	0.953	$2,842.10	$4,263.15	n/a	$4,263.15
05302	02	A0431	3383.89	1.00	0.953	$3,304.37	$4,956.55	n/a	$4,956.55
05302	02	A0432	214.47	1.75	0.953	$370.23	$373.86	n/a	n/a
05302	02	A0433	214.47	2.75	0.953	$581.80	$587.50	$720.27	n/a
05302	02	A0434	214.47	3.25	0.953	$687.58	$694.32	$851.23	n/a
05302	02	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05302	02	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Missouri (cont'd)									
05302	99	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05302	99	A0426	214.47	1.20	0.851	$235.13	$237.44	$291.10	n/a
05302	99	A0427	214.47	1.90	0.851	$372.29	$375.94	$460.90	n/a
05302	99	A0428	214.47	1.00	0.851	$195.94	$197.86	$242.58	n/a
05302	99	A0429	214.47	1.60	0.851	$313.51	$316.58	$388.13	n/a
05302	99	A0430	2910.50	1.00	0.851	$2,693.67	$4,040.50	n/a	$4,040.50
05302	99	A0431	3383.89	1.00	0.851	$3,131.79	$4,697.69	n/a	$4,697.69
05302	99	A0432	214.47	1.75	0.851	$342.90	$346.26	n/a	n/a
05302	99	A0433	214.47	2.75	0.851	$538.84	$544.13	$667.10	n/a
05302	99	A0434	214.47	3.25	0.851	$636.81	$643.06	$788.39	n/a
05302	99	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05302	99	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Nebraska									
05402	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
05402	00	A0426	214.47	1.20	0.904	$244.87	$247.27	$303.15	n/a
05402	00	A0427	214.47	1.90	0.904	$387.71	$391.51	$479.99	n/a
05402	00	A0428	214.47	1.00	0.904	$204.06	$206.06	$252.63	n/a
05402	00	A0429	214.47	1.60	0.904	$326.49	$329.69	$404.21	n/a
05402	00	A0430	2910.50	1.00	0.904	$2,770.80	$4,156.19	n/a	$4,156.19
05402	00	A0431	3383.89	1.00	0.904	$3,221.46	$4,832.19	n/a	$4,832.19
05402	00	A0432	214.47	1.75	0.904	$357.10	$360.60	n/a	n/a
05402	00	A0433	214.47	2.75	0.904	$561.16	$566.66	$694.73	n/a
05402	00	A0434	214.47	3.25	0.904	$663.19	$669.69	$821.04	n/a
05402	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
05402	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Florida									
09102	03	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
09102	03	A0426	214.47	1.20	1.051	$271.88	$274.55	$336.60	n/a
09102	03	A0427	214.47	1.90	1.051	$430.48	$434.70	$532.94	n/a
09102	03	A0428	214.47	1.00	1.051	$226.57	$228.79	$280.50	n/a
09102	03	A0429	214.47	1.60	1.051	$362.51	$366.06	$448.80	n/a
09102	03	A0430	2910.50	1.00	1.051	$2,984.72	$4,477.08	n/a	$4,477.08
09102	03	A0431	3383.89	1.00	1.051	$3,470.18	$5,205.27	n/a	$5,205.27
09102	03	A0432	214.47	1.75	1.051	$396.50	$400.38	n/a	n/a
09102	03	A0433	214.47	2.75	1.051	$623.07	$629.17	$771.37	n/a
09102	03	A0434	214.47	3.25	1.051	$736.35	$743.57	$911.62	n/a
09102	03	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
09102	03	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
09102	04	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
