(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) CONV FAC	(5) RVU	(6) GPCI	(7) BASE RATE & URBAN MILEAGE	(7)(a) RURAL BASE RATE & RURAL MILEAGE	(7)(b) RURAL BASE RATE - LOWEST QUARTILE*	(8) RURAL BASE/MILES 1-17*	
04402	18	A0430	1.00	1.00	0.986	"$2,825.22"	"$4,237.84"	n/a	"$4,237.84"	
04402	18	A0431	1.00	1.00	0.986	"$3,284.73"	"$4,927.10"	n/a	"$4,927.10"	
04402	18	A0432	215.01	1.75	0.986	$380.03	$383.76	n/a	n/a	
04402	18	A0433	215.01	2.75	0.986	$597.19	$603.05	$739.34	n/a	
04402	18	A0434	215.01	3.25	0.986	$705.77	$712.69	$873.76	n/a	
04402	18	A0435	1.00	1.00	0.986	$8.07	$12.11	n/a	$12.11	
04402	18	A0436	1.00	1.00	0.986	$21.53	$32.30	n/a	$32.30	
04402	20	A0425	1.00	1.00	0.875	$6.87	$6.94	n/a	$10.41	
04402	20	A0426	215.01	1.20	0.875	$240.14	$242.50	$297.31	n/a	
04402	20	A0427	215.01	1.90	0.875	$380.23	$383.96	$470.73	n/a	
04402	20	A0428	215.01	1.00	0.875	$200.12	$202.08	$247.75	n/a	
04402	20	A0429	215.01	1.60	0.875	$320.19	$323.33	$396.40	n/a	
04402	20	A0430	1.00	1.00	0.875	"$2,667.32"	"$4,000.98"	n/a	"$4,000.98"	
04402	20	A0431	1.00	1.00	0.875	"$3,101.15"	"$4,651.72"	n/a	"$4,651.72"	
04402	20	A0432	215.01	1.75	0.875	$350.21	$353.64	n/a	n/a	
04402	20	A0433	215.01	2.75	0.875	$550.33	$555.73	$681.32	n/a	
04402	20	A0434	215.01	3.25	0.875	$650.39	$656.77	$805.20	n/a	
04402	20	A0435	1.00	1.00	0.875	$8.07	$12.11	n/a	$12.11	
04402	20	A0436	1.00	1.00	0.875	$21.53	$32.30	n/a	$32.30	
04402	28	A0425	1.00	1.00	0.953	$6.87	$6.94	n/a	$10.41	
04402	28	A0426	215.01	1.20	0.953	$254.51	$257.01	$315.09	n/a	
04402	28	A0427	215.01	1.90	0.953	$402.98	$406.93	$498.90	n/a	
04402	28	A0428	215.01	1.00	0.953	$212.09	$214.17	$262.57	n/a	
Texas (cont'd)										
04402	28	A0429	215.01	1.60	0.953	$339.35	$342.68	$420.13	n/a	
04402	28	A0430	1.00	1.00	0.953	"$2,778.28"	"$4,167.42"	n/a	"$4,167.42"	
04402	28	A0431	1.00	1.00	0.953	"$3,230.15"	"$4,845.23"	n/a	"$4,845.23"	
04402	28	A0432	215.01	1.75	0.953	$371.17	$374.80	n/a	n/a	
04402	28	A0433	215.01	2.75	0.953	$583.26	$588.98	$722.09	n/a	
04402	28	A0434	215.01	3.25	0.953	$689.31	$696.07	$853.38	n/a	
04402	28	A0435	1.00	1.00	0.953	$8.07	$12.11	n/a	$12.11	
04402	28	A0436	1.00	1.00	0.953	$21.53	$32.30	n/a	$32.30	
04402	31	A0425	1.00	1.00	0.984	$6.87	$6.94	n/a	$10.41	
04402	31	A0426	215.01	1.20	0.984	$260.22	$262.78	$322.17	n/a	
04402	31	A0427	215.01	1.90	0.984	$412.02	$416.06	$510.09	n/a	
04402	31	A0428	215.01	1.00	0.984	$216.85	$218.98	$268.47	n/a	
04402	31	A0429	215.01	1.60	0.984	$346.97	$350.37	$429.55	n/a	
04402	31	A0430	1.00	1.00	0.984	"$2,822.38"	"$4,233.57"	n/a	"$4,233.57"	
04402	31	A0431	1.00	1.00	0.984	"$3,281.43"	"$4,922.14"	n/a	"$4,922.14"	
04402	31	A0432	215.01	1.75	0.984	$379.49	$383.21	n/a	n/a	
04402	31	A0433	215.01	2.75	0.984	$596.35	$602.19	$738.28	n/a	
04402	31	A0434	215.01	3.25	0.984	$704.78	$711.68	$872.52	n/a	
04402	31	A0435	1.00	1.00	0.984	$8.07	$12.11	n/a	$12.11	
04402	31	A0436	1.00	1.00	0.984	$21.53	$32.30	n/a	$32.30	
04402	99	A0425	1.00	1.00	0.879	$6.87	$6.94	n/a	$10.41	
04402	99	A0426	215.01	1.20	0.879	$240.88	$243.24	$298.21	n/a	
04402	99	A0427	215.01	1.90	0.879	$381.40	$385.13	$472.17	n/a	
04402	99	A0428	215.01	1.00	0.879	$200.73	$202.70	$248.51	n/a	
04402	99	A0429	215.01	1.60	0.879	$321.18	$324.32	$397.62	n/a	
04402	99	A0430	1.00	1.00	0.879	"$2,673.01"	"$4,009.51"	n/a	"$4,009.51"	
04402	99	A0431	1.00	1.00	0.879	"$3,107.76"	"$4,661.64"	n/a	"$4,661.64"	
04402	99	A0432	215.01	1.75	0.879	$351.29	$354.73	n/a	n/a	
04402	99	A0433	215.01	2.75	0.879	$552.02	$557.43	$683.41	n/a	
04402	99	A0434	215.01	3.25	0.879	$652.39	$658.78	$807.66	n/a	
04402	99	A0435	1.00	1.00	0.879	$8.07	$12.11	n/a	$12.11	
04402	99	A0436	1.00	1.00	0.879	$21.53	$32.30	n/a	$32.30	
Iowa										
05102	00	A0425	1.00	1.00	0.870	$6.87	$6.94	n/a	$10.41	
05102	00	A0426	209.65	1.20	0.870	$233.26	$235.55	$288.78	n/a	
05102	00	A0427	209.65	1.90	0.870	$369.33	$372.95	$457.24	n/a	
05102	00	A0428	209.65	1.00	0.870	$194.38	$196.29	$240.65	n/a	
05102	00	A0429	209.65	1.60	0.870	$311.01	$314.06	$385.04	n/a	
05102	00	A0430	1.00	1.00	0.870	"$2,660.21"	"$3,990.31"	n/a	"$3,990.31"	
05102	00	A0431	1.00	1.00	0.870	"$3,092.88"	"$4,639.32"	n/a	"$4,639.32"	
05102	00	A0432	209.65	1.75	0.870	$340.17	$343.51	n/a	n/a	
05102	00	A0433	209.65	2.75	0.870	$534.55	$539.79	$661.78	n/a	
05102	00	A0434	209.65	3.25	0.870	$631.75	$637.94	$782.11	n/a	
05102	00	A0435	1.00	1.00	0.870	$8.07	$12.11	n/a	$12.11	
05102	00	A0436	1.00	1.00	0.870	$21.53	$32.30	n/a	$32.30	
Idaho										
05130	00	A0425	1.00	1.00	0.883	$6.87	$6.94	n/a	$10.41	
05130	00	A0426	214.86	1.20	0.883	$241.45	$243.82	$298.92	n/a	
05130	00	A0427	214.86	1.90	0.883	$382.30	$386.04	$473.29	n/a	
05130	00	A0428	214.86	1.00	0.883	$201.21	$203.18	$249.10	n/a	
05130	00	A0429	214.86	1.60	0.883	$321.93	$325.09	$398.56	n/a	
05130	00	A0430	1.00	1.00	0.883	"$2,678.70"	"$4,018.05"	n/a	"$4,018.05"	
05130	00	A0431	1.00	1.00	0.883	"$3,114.38"	"$4,671.57"	n/a	"$4,671.57"	
05130	00	A0432	214.86	1.75	0.883	$352.11	$355.57	n/a	n/a	
05130	00	A0433	214.86	2.75	0.883	$553.32	$558.75	$685.03	n/a	
05130	00	A0434	214.86	3.25	0.883	$653.93	$660.34	$809.58	n/a	
05130	00	A0435	1.00	1.00	0.883	$8.07	$12.11	n/a	$12.11	
05130	00	A0436	1.00	1.00	0.883	$21.53	$32.30	n/a	$32.30	
Kansas										
05202	00	A0425	1.00	1.00	0.882	$6.87	$6.94	n/a	$10.41	
05202	00	A0426	209.65	1.20	0.882	$235.42	$237.72	$291.44	n/a	
05202	00	A0427	209.65	1.90	0.882	$372.74	$376.40	$461.47	n/a	
05202	00	A0428	209.65	1.00	0.882	$196.18	$198.10	$242.87	n/a	
05202	00	A0429	209.65	1.60	0.882	$313.89	$316.96	$388.59	n/a	
05202	00	A0430	1.00	1.00	0.882	"$2,677.28"	"$4,015.92"	n/a	"$4,015.92"	
05202	00	A0431	1.00	1.00	0.882	"$3,112.72"	"$4,669.09"	n/a	"$4,669.09"	
05202	00	A0432	209.65	1.75	0.882	$343.31	$346.68	n/a	n/a	
05202	00	A0433	209.65	2.75	0.882	$539.49	$544.78	$667.90	n/a	
05202	00	A0434	209.65	3.25	0.882	$637.58	$643.83	$789.34	n/a	
05202	00	A0435	1.00	1.00	0.882	$8.07	$12.11	n/a	$12.11	
05202	00	A0436	1.00	1.00	0.882	$21.53	$32.30	n/a	$32.30	
W. Missouri										
05302	02	A0425	1.00	1.00	0.945	$6.87	$6.94	n/a	$10.41	
05302	02	A0426	209.65	1.20	0.945	$246.73	$249.15	$305.46	n/a	
05302	02	A0427	209.65	1.90	0.945	$390.66	$394.49	$483.64	n/a	
05302	02	A0428	209.65	1.00	0.945	$205.61	$207.63	$254.55	n/a	
05302	02	A0429	209.65	1.60	0.945	$328.98	$332.20	$407.28	n/a	
05302	02	A0430	1.00	1.00	0.945	"$2,766.90"	"$4,150.35"	n/a	"$4,150.35"	
05302	02	A0431	1.00	1.00	0.945	"$3,216.92"	"$4,825.38"	n/a	"$4,825.38"	
05302	02	A0432	209.65	1.75	0.945	$359.82	$363.35	n/a	n/a	
05302	02	A0433	209.65	2.75	0.945	$565.43	$570.97	$700.01	n/a	
05302	02	A0434	209.65	3.25	0.945	$668.23	$674.78	$827.28	n/a	
05302	02	A0435	1.00	1.00	0.945	$8.07	$12.11	n/a	$12.11	
05302	02	A0436	1.00	1.00	0.945	$21.53	$32.30	n/a	$32.30	
05302	99	A0425	1.00	1.00	0.821	$6.87	$6.94	n/a	$10.41	
05302	99	A0426	209.65	1.20	0.821	$224.46	$226.66	$277.89	n/a	
05302	99	A0427	209.65	1.90	0.821	$355.39	$358.88	$439.99	n/a	
05302	99	A0428	209.65	1.00	0.821	$187.05	$188.88	$231.57	n/a	
05302	99	A0429	209.65	1.60	0.821	$299.28	$302.21	$370.51	n/a	
05302	99	A0430	1.00	1.00	0.821	"$2,590.50"	"$3,885.75"	n/a	"$3,885.75"	
05302	99	A0431	1.00	1.00	0.821	"$3,011.83"	"$4,517.75"	n/a	"$4,517.75"	
05302	99	A0432	209.65	1.75	0.821	$327.33	$330.54	n/a	n/a	
05302	99	A0433	209.65	2.75	0.821	$514.38	$519.43	$636.82	n/a	
05302	99	A0434	209.65	3.25	0.821	$607.91	$613.87	$752.60	n/a	
05302	99	A0435	1.00	1.00	0.821	$8.07	$12.11	n/a	$12.11	
05302	99	A0436	1.00	1.00	0.821	$21.53	$32.30	n/a	$32.30	
E. Missouri										
05392	01	A0425	1.00	1.00	0.931	$6.87	$6.94	n/a	$10.41	
05392	01	A0426	209.65	1.20	0.931	$244.22	$246.61	$302.34	n/a	
05392	01	A0427	209.65	1.90	0.931	$386.68	$390.47	$478.72	n/a	
05392	01	A0428	209.65	1.00	0.931	$203.51	$205.51	$251.96	n/a	
05392	01	A0429	209.65	1.60	0.931	$325.62	$328.82	$403.13	n/a	
05392	01	A0430	1.00	1.00	0.931	"$2,746.98"	"$4,120.47"	n/a	"$4,120.47"	
05392	01	A0431	1.00	1.00	0.931	"$3,193.77"	"$4,790.65"	n/a	"$4,790.65"	
05392	01	A0432	209.65	1.75	0.931	$356.15	$359.64	n/a	n/a	
05392	01	A0433	209.65	2.75	0.931	$559.66	$565.15	$692.87	n/a	
05392	01	A0434	209.65	3.25	0.931	$661.42	$667.91	$818.86	n/a	
05392	01	A0435	1.00	1.00	0.931	$8.07	$12.11	n/a	$12.11	
05392	01	A0436	1.00	1.00	0.931	$21.53	$32.30	n/a	$32.30	
05392	99	A0425	1.00	1.00	0.821	$6.87	$6.94	n/a	$10.41	
05392	99	A0426	209.65	1.20	0.821	$224.46	$226.66	$277.89	n/a	
05392	99	A0427	209.65	1.90	0.821	$355.39	$358.88	$439.99	n/a	
05392	99	A0428	209.65	1.00	0.821	$187.05	$188.88	$231.57	n/a	
05392	99	A0429	209.65	1.60	0.821	$299.28	$302.21	$370.51	n/a	
05392	99	A0430	1.00	1.00	0.821	"$2,590.50"	"$3,885.75"	n/a	"$3,885.75"	
05392	99	A0431	1.00	1.00	0.821	"$3,011.83"	"$4,517.75"	n/a	"$4,517.75"	
05392	99	A0432	209.65	1.75	0.821	$327.33	$330.54	n/a	n/a	
05392	99	A0433	209.65	2.75	0.821	$514.38	$519.43	$636.82	n/a	
05392	99	A0434	209.65	3.25	0.821	$607.91	$613.87	$752.60	n/a	
05392	99	A0435	1.00	1.00	0.821	$8.07	$12.11	n/a	$12.11	
05392	99	A0436	1.00	1.00	0.821	$21.53	$32.30	n/a	$32.30	
Nebraska										
05402	00	A0425	1.00	1.00	0.890	$6.87	$6.94	n/a	$10.41	
05402	00	A0426	209.65	1.20	0.890	$236.85	$239.17	$293.22	n/a	
05402	00	A0427	209.65	1.90	0.890	$375.02	$378.69	$464.27	n/a	
05402	00	A0428	209.65	1.00	0.890	$197.38	$199.31	$244.35	n/a	
05402	00	A0429	209.65	1.60	0.890	$315.80	$318.90	$390.97	n/a	
05402	00	A0430	1.00	1.00	0.890	"$2,688.66"	"$4,032.99"	n/a	"$4,032.99"	
05402	00	A0431	1.00	1.00	0.890	"$3,125.96"	"$4,688.93"	n/a	"$4,688.93"	
05402	00	A0432	209.65	1.75	0.890	$345.41	$348.80	n/a	n/a	
05402	00	A0433	209.65	2.75	0.890	$542.79	$548.11	$671.98	n/a	
05402	00	A0434	209.65	3.25	0.890	$641.48	$647.76	$794.15	n/a	
05402	00	A0435	1.00	1.00	0.890	$8.07	$12.11	n/a	$12.11	
05402	00	A0436	1.00	1.00	0.890	$21.53	$32.30	n/a	$32.30	
Tennessee										
05440	35	A0425	1.00	1.00	0.889	$6.87	$6.94	n/a	$10.41	
05440	35	A0426	209.65	1.20	0.889	$236.67	$238.99	$293.00	n/a	
05440	35	A0427	209.65	1.90	0.889	$374.73	$378.41	$463.93	n/a	
05440	35	A0428	209.65	1.00	0.889	$197.23	$199.16	$244.17	n/a	
05440	35	A0429	209.65	1.60	0.889	$315.56	$318.66	$390.68	n/a	
05440	35	A0430	1.00	1.00	0.889	"$2,687.23"	"$4,030.85"	n/a	"$4,030.85"	
05440	35	A0431	1.00	1.00	0.889	"$3,124.30"	"$4,686.45"	n/a	"$4,686.45"	
05440	35	A0432	209.65	1.75	0.889	$345.15	$348.53	n/a	n/a	
05440	35	A0433	209.65	2.75	0.889	$542.38	$547.69	$671.47	n/a	
05440	35	A0434	209.65	3.25	0.889	$640.99	$647.27	$793.55	n/a	
05440	35	A0435	1.00	1.00	0.889	$8.07	$12.11	n/a	$12.11	
05440	35	A0436	1.00	1.00	0.889	$21.53	$32.30	n/a	$32.30	
North Carolina										
05535	00	A0425	1.00	1.00	0.925	$6.87	$6.94	n/a	$10.41	
05535	00	A0426	209.65	1.20	0.925	$243.14	$245.52	$301.01	n/a	
05535	00	A0427	209.65	1.90	0.925	$384.97	$388.75	$476.61	n/a	
05535	00	A0428	209.65	1.00	0.925	$202.62	$204.60	$250.84	n/a	
05535	00	A0429	209.65	1.60	0.925	$324.19	$327.36	$401.34	n/a	
05535	00	A0430	1.00	1.00	0.925	"$2,738.45"	"$4,107.67"	n/a	"$4,107.67"	
05535	00	A0431	1.00	1.00	0.925	"$3,183.84"	"$4,775.77"	n/a	"$4,775.77"	
05535	00	A0432	209.65	1.75	0.925	$354.58	$358.05	n/a	n/a	
05535	00	A0433	209.65	2.75	0.925	$557.19	$562.66	$689.82	n/a	
05535	00	A0434	209.65	3.25	0.925	$658.50	$664.96	$815.24	n/a	
05535	00	A0435	1.00	1.00	0.925	$8.07	$12.11	n/a	$12.11	
05535	00	A0436	1.00	1.00	0.925	$21.53	$32.30	n/a	$32.30	
Florida										
09102	03	A0425	1.00	1.00	1.018	$6.87	$6.94	n/a	$10.41	
09102	03	A0426	209.65	1.20	1.018	$259.84	$262.39	$321.69	n/a	
09102	03	A0427	209.65	1.90	1.018	$411.42	$415.45	$509.34	n/a	
09102	03	A0428	209.65	1.00	1.018	$216.54	$218.66	$268.08	n/a	
09102	03	A0429	209.65	1.60	1.018	$346.46	$349.86	$428.93	n/a	
09102	03	A0430	1.00	1.00	1.018	"$2,870.75"	"$4,306.12"	n/a	"$4,306.12"	
09102	03	A0431	1.00	1.00	1.018	"$3,337.66"	"$5,006.49"	n/a	"$5,006.49"	
09102	03	A0432	209.65	1.75	1.018	$378.94	$382.66	n/a	n/a	
09102	03	A0433	209.65	2.75	1.018	$595.48	$601.32	$737.22	n/a	
09102	03	A0434	209.65	3.25	1.018	$703.75	$710.65	$871.26	n/a	
09102	03	A0435	1.00	1.00	1.018	$8.07	$12.11	n/a	$12.11	
09102	03	A0436	1.00	1.00	1.018	$21.53	$32.30	n/a	$32.30	
09102	04	A0425	1.00	1.00	1.069	$6.87	$6.94	n/a	$10.41	
09102	04	A0426	209.65	1.20	1.069	$269.01	$271.64	$333.03	n/a	
09102	04	A0427	209.65	1.90	1.069	$425.93	$430.10	$527.30	n/a	
09102	04	A0428	209.65	1.00	1.069	$224.17	$226.37	$277.53	n/a	
09102	04	A0429	209.65	1.60	1.069	$358.67	$362.19	$444.04	n/a	
09102	04	A0430	1.00	1.00	1.069	"$2,943.30"	"$4,414.95"	n/a	"$4,414.95"	
09102	04	A0431	1.00	1.00	1.069	"$3,422.01"	"$5,133.02"	n/a	"$5,133.02"	
09102	04	A0432	209.65	1.75	1.069	$392.30	$396.15	n/a	n/a	
09102	04	A0433	209.65	2.75	1.069	$616.47	$622.52	$763.21	n/a	
09102	04	A0434	209.65	3.25	1.069	$728.56	$735.70	$901.97	n/a	
09102	04	A0435	1.00	1.00	1.069	$8.07	$12.11	n/a	$12.11	
09102	04	A0436	1.00	1.00	1.069	$21.53	$32.30	n/a	$32.30	
09102	99	A0425	1.00	1.00	0.939	$6.87	$6.94	n/a	$10.41	
09102	99	A0426	209.65	1.20	0.939	$245.65	$248.06	$304.12	n/a	
09102	99	A0427	209.65	1.90	0.939	$388.95	$392.77	$481.54	n/a	
09102	99	A0428	209.65	1.00	0.939	$204.71	$206.72	$253.44	n/a	
09102	99	A0429	209.65	1.60	0.939	$327.54	$330.75	$405.50	n/a	
09102	99	A0430	1.00	1.00	0.939	"$2,758.36"	"$4,137.54"	n/a	"$4,137.54"	
09102	99	A0431	1.00	1.00	0.939	"$3,207.00"	"$4,810.50"	n/a	"$4,810.50"	
09102	99	A0432	209.65	1.75	0.939	$358.25	$361.76	n/a	n/a	
Florida (cont'd)										
09102	99	A0433	209.65	2.75	0.939	$562.96	$568.48	$696.96	n/a	
09102	99	A0434	209.65	3.25	0.939	$665.31	$671.84	$823.68	n/a	
09102	99	A0435	1.00	1.00	0.939	$8.07	$12.11	n/a	$12.11	
09102	99	A0436	1.00	1.00	0.939	$21.53	$32.30	n/a	$32.30	
Puerto Rico / Virgin Islands										
09202	20	A0425	1.00	1.00	0.694	$6.87	$6.94	n/a	$10.41	
09202	20	A0426	209.65	1.20	0.694	$201.65	$203.62	$249.64	n/a	
09202	20	A0427	209.65	1.90	0.694	$319.27	$322.40	$395.26	n/a	
09202	20	A0428	209.65	1.00	0.694	$168.04	$169.69	$208.04	n/a	
09202	20	A0429	209.65	1.60	0.694	$268.86	$271.50	$332.86	n/a	
09202	20	A0430	1.00	1.00	0.694	"$2,409.83"	"$3,614.75"	n/a	"$3,614.75"	
09202	20	A0431	1.00	1.00	0.694	"$2,801.78"	"$4,202.67"	n/a	"$4,202.67"	
09202	20	A0432	209.65	1.75	0.694	$294.07	$296.95	n/a	n/a	
09202	20	A0433	209.65	2.75	0.694	$462.10	$466.63	$572.09	n/a	
09202	20	A0434	209.65	3.25	0.694	$546.12	$551.48	$676.11	n/a	
09202	20	A0435	1.00	1.00	0.694	$8.07	$12.11	n/a	$12.11	
09202	20	A0436	1.00	1.00	0.694	$21.53	$32.30	n/a	$32.30	
09202	50	A0425	1.00	1.00	0.978	$6.87	$6.94	n/a	$10.41	
09202	50	A0426	209.65	1.20	0.978	$252.66	$255.14	$312.80	n/a	
09202	50	A0427	209.65	1.90	0.978	$400.04	$403.97	$495.27	n/a	
09202	50	A0428	209.65	1.00	0.978	$210.55	$212.61	$260.66	n/a	
09202	50	A0429	209.65	1.60	0.978	$336.88	$340.18	$417.06	n/a	
09202	50	A0430	1.00	1.00	0.978	"$2,813.84"	"$4,220.77"	n/a	"$4,220.77"	
09202	50	A0431	1.00	1.00	0.978	"$3,271.50"	"$4,907.25"	n/a	"$4,907.25"	
09202	50	A0432	209.65	1.75	0.978	$368.46	$372.07	n/a	n/a	
09202	50	A0433	209.65	2.75	0.978	$579.01	$584.69	$716.83	n/a	
09202	50	A0434	209.65	3.25	0.978	$684.29	$691.00	$847.17	n/a	
09202	50	A0435	1.00	1.00	0.978	$8.07	$12.11	n/a	$12.11	
09202	50	A0436	1.00	1.00	0.978	$21.53	$32.30	n/a	$32.30	
Delaware										
12102	01	A0425	1.00	1.00	1.046	$6.87	$6.94	n/a	$10.41	
12102	01	A0426	209.65	1.20	1.046	$264.87	$267.47	$327.92	n/a	
12102	01	A0427	209.65	1.90	1.046	$419.38	$423.50	$519.21	n/a	
12102	01	A0428	209.65	1.00	1.046	$220.73	$222.89	$273.26	n/a	
12102	01	A0429	209.65	1.60	1.046	$353.17	$356.63	$437.23	n/a	
12102	01	A0430	1.00	1.00	1.046	"$2,910.58"	"$4,365.87"	n/a	"$4,365.87"	
12102	01	A0431	1.00	1.00	1.046	"$3,383.97"	"$5,075.96"	n/a	"$5,075.96"	
12102	01	A0432	209.65	1.75	1.046	$386.28	$390.06	n/a	n/a	
12102	01	A0433	209.65	2.75	1.046	$607.00	$612.96	$751.49	n/a	
12102	01	A0434	209.65	3.25	1.046	$717.37	$724.40	$888.11	n/a	
12102	01	A0435	1.00	1.00	1.046	$8.07	$12.11	n/a	$12.11	
12102	01	A0436	1.00	1.00	1.046	$21.53	$32.30	n/a	$32.30	
District of Columbia										
12202	01	A0425	1.00	1.00	1.218	$6.87	$6.94	n/a	$10.41	
12202	01	A0426	209.65	1.20	1.218	$295.77	$298.67	$366.17	n/a	
12202	01	A0427	209.65	1.90	1.218	$468.30	$472.89	$579.76	n/a	
12202	01	A0428	209.65	1.00	1.218	$246.48	$248.89	$305.14	n/a	
12202	01	A0429	209.65	1.60	1.218	$394.36	$398.23	$488.23	n/a	
12202	01	A0430	1.00	1.00	1.218	"$3,155.26"	"$4,732.89"	n/a	"$4,732.89"	
12202	01	A0431	1.00	1.00	1.218	"$3,668.45"	"$5,502.68"	n/a	"$5,502.68"	
12202	01	A0432	209.65	1.75	1.218	$431.33	$435.56	n/a	n/a	
12202	01	A0433	209.65	2.75	1.218	$677.81	$684.45	$839.14	n/a	
12202	01	A0434	209.65	3.25	1.218	$801.05	$808.90	$991.71	n/a	
12202	01	A0435	1.00	1.00	1.218	$8.07	$12.11	n/a	$12.11	
12202	01	A0436	1.00	1.00	1.218	$21.53	$32.30	n/a	$32.30	
Maryland										
12302	01	A0425	1.00	1.00	1.057	$6.87	$6.94	n/a	$10.41	
12302	01	A0426	209.65	1.20	1.057	$266.85	$269.47	$330.37	n/a	
12302	01	A0427	209.65	1.90	1.057	$422.51	$426.66	$523.09	n/a	
12302	01	A0428	209.65	1.00	1.057	$222.38	$224.56	$275.31	n/a	
12302	01	A0429	209.65	1.60	1.057	$355.80	$359.29	$440.49	n/a	
12302	01	A0430	1.00	1.00	1.057	"$2,926.23"	"$4,389.34"	n/a	"$4,389.34"	
12302	01	A0431	1.00	1.00	1.057	"$3,402.16"	"$5,103.25"	n/a	"$5,103.25"	
12302	01	A0432	209.65	1.75	1.057	$389.16	$392.97	n/a	n/a	
12302	01	A0433	209.65	2.75	1.057	$611.53	$617.53	$757.09	n/a	
12302	01	A0434	209.65	3.25	1.057	$722.72	$729.81	$894.75	n/a	
12302	01	A0435	1.00	1.00	1.057	$8.07	$12.11	n/a	$12.11	
12302	01	A0436	1.00	1.00	1.057	$21.53	$32.30	n/a	$32.30	
12302	99	A0425	1.00	1.00	0.982	$6.87	$6.94	n/a	$10.41	
12302	99	A0426	209.65	1.20	0.982	$253.38	$255.86	$313.68	n/a	
12302	99	A0427	209.65	1.90	0.982	$401.18	$405.12	$496.68	n/a	
12302	99	A0428	209.65	1.00	0.982	$211.15	$213.22	$261.41	n/a	
12302	99	A0429	209.65	1.60	0.982	$337.84	$341.15	$418.25	n/a	
12302	99	A0430	1.00	1.00	0.982	"$2,819.53"	"$4,229.30"	n/a	"$4,229.30"	
12302	99	A0431	1.00	1.00	0.982	"$3,278.12"	"$4,917.18"	n/a	"$4,917.18"	
12302	99	A0432	209.65	1.75	0.982	$369.51	$373.13	n/a	n/a	
12302	99	A0433	209.65	2.75	0.982	$580.66	$586.35	$718.87	n/a	
12302	99	A0434	209.65	3.25	0.982	$686.23	$692.96	$849.57	n/a	
12302	99	A0435	1.00	1.00	0.982	$8.07	$12.11	n/a	$12.11	
12302	99	A0436	1.00	1.00	0.982	$21.53	$32.30	n/a	$32.30	
New Jersey										
12402	01	A0425	1.00	1.00	1.228	$6.87	$6.94	n/a	$10.41	
12402	01	A0426	212.13	1.20	1.228	$301.09	$304.04	$372.75	n/a	
12402	01	A0427	212.13	1.90	1.228	$476.72	$481.39	$590.18	n/a	
12402	01	A0428	212.13	1.00	1.228	$250.91	$253.37	$310.63	n/a	
12402	01	A0429	212.13	1.60	1.228	$401.45	$405.38	$497.00	n/a	
12402	01	A0430	1.00	1.00	1.228	"$3,169.49"	"$4,754.23"	n/a	"$4,754.23"	
12402	01	A0431	1.00	1.00	1.228	"$3,684.99"	"$5,527.48"	n/a	"$5,527.48"	
12402	01	A0432	212.13	1.75	1.228	$439.08	$443.39	n/a	n/a	
12402	01	A0433	212.13	2.75	1.228	$689.99	$696.76	$854.23	n/a	
12402	01	A0434	212.13	3.25	1.228	$815.44	$823.44	"$1,009.54"	n/a	
12402	01	A0435	1.00	1.00	1.228	$8.07	$12.11	n/a	$12.11	
12402	01	A0436	1.00	1.00	1.228	$21.53	$32.30	n/a	$32.30	
12402	99	A0425	1.00	1.00	1.126	$6.87	$6.94	n/a	$10.41	
12402	99	A0426	212.13	1.20	1.126	$282.55	$285.32	$349.80	n/a	
12402	99	A0427	212.13	1.90	1.126	$447.37	$451.75	$553.85	n/a	
12402	99	A0428	212.13	1.00	1.126	$235.46	$237.77	$291.51	n/a	
12402	99	A0429	212.13	1.60	1.126	$376.73	$380.42	$466.39	n/a	
12402	99	A0430	1.00	1.00	1.126	"$3,024.38"	"$4,536.58"	n/a	"$4,536.58"	
12402	99	A0431	1.00	1.00	1.126	"$3,516.29"	"$5,274.43"	n/a	"$5,274.43"	
12402	99	A0432	212.13	1.75	1.126	$412.05	$416.09	n/a	n/a	
12402	99	A0433	212.13	2.75	1.126	$647.51	$653.85	$801.62	n/a	
12402	99	A0434	212.13	3.25	1.126	$765.23	$772.74	$947.38	n/a	
12402	99	A0435	1.00	1.00	1.126	$8.07	$12.11	n/a	$12.11	
12402	99	A0436	1.00	1.00	1.126	$21.53	$32.30	n/a	$32.30	
Pennsylvania										
12502	01	A0425	1.00	1.00	1.097	$6.87	$6.94	n/a	$10.41	
12502	01	A0426	212.13	1.20	1.097	$277.28	$280.00	$343.28	n/a	
12502	01	A0427	212.13	1.90	1.097	$439.02	$443.33	$543.52	n/a	
12502	01	A0428	212.13	1.00	1.097	$231.06	$233.33	$286.06	n/a	
12502	01	A0429	212.13	1.60	1.097	$369.70	$373.33	$457.70	n/a	
12502	01	A0430	1.00	1.00	1.097	"$2,983.13"	"$4,474.69"	n/a	"$4,474.69"	
12502	01	A0431	1.00	1.00	1.097	"$3,468.32"	"$5,202.48"	n/a	"$5,202.48"	
12502	01	A0432	212.13	1.75	1.097	$404.36	$408.33	n/a	n/a	
12502	01	A0433	212.13	2.75	1.097	$635.43	$641.66	$786.68	n/a	
12502	01	A0434	212.13	3.25	1.097	$750.96	$758.32	$929.70	n/a	
12502	01	A0435	1.00	1.00	1.097	$8.07	$12.11	n/a	$12.11	
