(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) BASE RATE	(5) RVU	(6) GPCI	(7)(a) URBAN BASE RATE / URBAN MILEAGE	(7)(b) RURAL BASE RATE / RURAL MILEAGE	(7c) RURAL BASE RATE / LOWEST QUARTILE	(8) RURAL  GROUND MILES 1-17*	
Mississippi										
04402	31	A0428	209.44	1.00	0.995	$212.88	$214.97	$263.55	n/a	
04402	31	A0429	209.44	1.60	0.995	$340.61	$343.95	$421.68	n/a	
04402	31	A0430	2842.29	1.00	0.995	"$2,835.18"	"$4,252.78"	n/a	"$4,252.78"	
04402	31	A0431	3304.58	1.00	0.995	"$3,296.32"	"$4,944.48"	n/a	"$4,944.48"	
04402	31	A0432	209.44	1.75	0.995	$372.54	$376.19	n/a	n/a	
04402	31	A0433	209.44	2.75	0.995	$585.42	$591.16	$724.77	n/a	
04402	31	A0434	209.44	3.25	0.995	$691.86	$698.65	$856.54	n/a	
04402	31	A0435	8.06	1.00	0.995	$8.06	$12.09	n/a	$12.09	
04402	31	A0436	21.51	1.00	0.995	$21.51	$32.27	n/a	$32.27	
04402	99	A0425	6.73	1.00	0.943	$6.86	$6.93	n/a	$10.40	
04402	99	A0426	209.44	1.20	0.943	$246.13	$248.54	$304.71	n/a	
04402	99	A0427	209.44	1.90	0.943	$389.70	$393.52	$482.46	n/a	
04402	99	A0428	209.44	1.00	0.943	$205.11	$207.12	$253.92	n/a	
04402	99	A0429	209.44	1.60	0.943	$328.17	$331.39	$406.28	n/a	
04402	99	A0430	2842.29	1.00	0.943	"$2,761.28"	"$4,141.93"	n/a	"$4,141.93"	
04402	99	A0431	3304.58	1.00	0.943	"$3,210.40"	"$4,815.60"	n/a	"$4,815.60"	
04402	99	A0432	209.44	1.75	0.943	$358.93	$362.45	n/a	n/a	
04402	99	A0433	209.44	2.75	0.943	$564.04	$569.57	$698.29	n/a	
04402	99	A0434	209.44	3.25	0.943	$666.59	$673.13	$825.25	n/a	
04402	99	A0435	8.06	1.00	0.943	$8.06	$12.09	n/a	$12.09	
04402	99	A0436	21.51	1.00	0.943	$21.51	$32.27	n/a	$32.27	
Iowa										
05102	00	A0425	6.73	1.00	0.934	$6.86	$6.93	n/a	$10.40	
05102	00	A0426	209.44	1.20	0.934	$244.51	$246.91	$302.71	n/a	
05102	00	A0427	209.44	1.90	0.934	$387.14	$390.94	$479.29	n/a	
05102	00	A0428	209.44	1.00	0.934	$203.76	$205.76	$252.26	n/a	
05102	00	A0429	209.44	1.60	0.934	$326.01	$329.21	$403.61	n/a	
05102	00	A0430	2842.29	1.00	0.934	"$2,748.49"	"$4,122.74"	n/a	"$4,122.74"	
05102	00	A0431	3304.58	1.00	0.934	"$3,195.53"	"$4,793.29"	n/a	"$4,793.29"	
05102	00	A0432	209.44	1.75	0.934	$356.58	$360.07	n/a	n/a	
05102	00	A0433	209.44	2.75	0.934	$560.34	$565.83	$693.71	n/a	
05102	00	A0434	209.44	3.25	0.934	$662.22	$668.71	$819.84	n/a	
05102	00	A0435	8.06	1.00	0.934	$8.06	$12.09	n/a	$12.09	
05102	00	A0436	21.51	1.00	0.934	$21.51	$32.27	n/a	$32.27	
Idaho										
05130	00	A0425	6.73	1.00	0.943	$6.86	$6.93	n/a	$10.40	
05130	00	A0426	209.44	1.20	0.943	$246.13	$248.54	$304.71	n/a	
05130	00	A0427	209.44	1.90	0.943	$389.70	$393.52	$482.46	n/a	
05130	00	A0428	209.44	1.00	0.943	$205.11	$207.12	$253.92	n/a	
05130	00	A0429	209.44	1.60	0.943	$328.17	$331.39	$406.28	n/a	
05130	00	A0430	2842.29	1.00	0.943	"$2,761.28"	"$4,141.93"	n/a	"$4,141.93"	
05130	00	A0431	3304.58	1.00	0.943	"$3,210.40"	"$4,815.60"	n/a	"$4,815.60"	
05130	00	A0432	209.44	1.75	0.943	$358.93	$362.45	n/a	n/a	
05130	00	A0433	209.44	2.75	0.943	$564.04	$569.57	$698.29	n/a	
05130	00	A0434	209.44	3.25	0.943	$666.59	$673.13	$825.25	n/a	
05130	00	A0435	8.06	1.00	0.943	$8.06	$12.09	n/a	$12.09	
05130	00	A0436	21.51	1.00	0.943	$21.51	$32.27	n/a	$32.27	
Kansas										
05202	00	A0425	6.73	1.00	0.939	$6.86	$6.93	n/a	$10.40	
05202	00	A0426	209.44	1.20	0.939	$245.41	$247.81	$303.82	n/a	
05202	00	A0427	209.44	1.90	0.939	$388.56	$392.37	$481.05	n/a	
05202	00	A0428	209.44	1.00	0.939	$204.51	$206.51	$253.18	n/a	
05202	00	A0429	209.44	1.60	0.939	$327.21	$330.42	$405.09	n/a	
05202	00	A0430	2842.29	1.00	0.939	"$2,755.60"	"$4,133.40"	n/a	"$4,133.40"	
05202	00	A0431	3304.58	1.00	0.939	"$3,203.79"	"$4,805.69"	n/a	"$4,805.69"	
05202	00	A0432	209.44	1.75	0.939	$357.89	$361.40	n/a	n/a	
05202	00	A0433	209.44	2.75	0.939	$562.39	$567.91	$696.25	n/a	
05202	00	A0434	209.44	3.25	0.939	$664.65	$671.16	$822.85	n/a	
05202	00	A0435	8.06	1.00	0.939	$8.06	$12.09	n/a	$12.09	
05202	00	A0436	21.51	1.00	0.939	$21.51	$32.27	n/a	$32.27	
Missouri										
05302	01	A0425	6.73	1.00	0.968	$6.86	$6.93	n/a	$10.40	
05302	01	A0426	209.44	1.20	0.968	$250.61	$253.07	$310.26	n/a	
05302	01	A0427	209.44	1.90	0.968	$396.80	$400.69	$491.25	n/a	
05302	01	A0428	209.44	1.00	0.968	$208.84	$210.89	$258.55	n/a	
05302	01	A0429	209.44	1.60	0.968	$334.15	$337.43	$413.68	n/a	
05302	01	A0430	2842.29	1.00	0.968	"$2,796.81"	"$4,195.22"	n/a	"$4,195.22"	
05302	01	A0431	3304.58	1.00	0.968	"$3,251.71"	"$4,877.56"	n/a	"$4,877.56"	
05302	01	A0432	209.44	1.75	0.968	$365.48	$369.06	n/a	n/a	
05302	01	A0433	209.44	2.75	0.968	$574.32	$579.95	$711.02	n/a	
05302	01	A0434	209.44	3.25	0.968	$678.74	$685.40	$840.30	n/a	
05302	01	A0435	8.06	1.00	0.968	$8.06	$12.09	n/a	$12.09	
05302	01	A0436	21.51	1.00	0.968	$21.51	$32.27	n/a	$32.27	
05302	02	A0425	6.73	1.00	0.973	$6.86	$6.93	n/a	$10.40	
05302	02	A0426	209.44	1.20	0.973	$251.51	$253.98	$311.37	n/a	
05302	02	A0427	209.44	1.90	0.973	$398.22	$402.13	$493.01	n/a	
05302	02	A0428	209.44	1.00	0.973	$209.59	$211.65	$259.48	n/a	
05302	02	A0429	209.44	1.60	0.973	$335.35	$338.63	$415.16	n/a	
05302	02	A0430	2842.29	1.00	0.973	"$2,803.92"	"$4,205.88"	n/a	"$4,205.88"	
05302	02	A0431	3304.58	1.00	0.973	"$3,259.97"	"$4,889.95"	n/a	"$4,889.95"	
05302	02	A0432	209.44	1.75	0.973	$366.78	$370.38	n/a	n/a	
05302	02	A0433	209.44	2.75	0.973	$576.38	$582.03	$713.56	n/a	
05302	02	A0434	209.44	3.25	0.973	$681.17	$687.85	$843.30	n/a	
05302	02	A0435	8.06	1.00	0.973	$8.06	$12.09	n/a	$12.09	
05302	02	A0436	21.51	1.00	0.973	$21.51	$32.27	n/a	$32.27	
05302	99	A0425	6.73	1.00	0.913	$6.86	$6.93	n/a	$10.40	
05302	99	A0426	209.44	1.20	0.913	$240.74	$243.10	$298.04	n/a	
05302	99	A0427	209.44	1.90	0.913	$381.18	$384.91	$471.90	n/a	
05302	99	A0428	209.44	1.00	0.913	$200.62	$202.59	$248.37	n/a	
05302	99	A0429	209.44	1.60	0.913	$320.99	$324.14	$397.39	n/a	
05302	99	A0430	2842.29	1.00	0.913	"$2,718.65"	"$4,077.98"	n/a	"$4,077.98"	
05302	99	A0431	3304.58	1.00	0.913	"$3,160.83"	"$4,741.25"	n/a	"$4,741.25"	
05302	99	A0432	209.44	1.75	0.913	$351.08	$354.52	n/a	n/a	
Missouri (cont'd)										
05302	99	A0433	209.44	2.75	0.913	$551.70	$557.11	$683.02	n/a	
05302	99	A0434	209.44	3.25	0.913	$652.01	$658.40	$807.20	n/a	
05302	99	A0435	8.06	1.00	0.913	$8.06	$12.09	n/a	$12.09	
05302	99	A0436	21.51	1.00	0.913	$21.51	$32.27	n/a	$32.27	
Nebraska										
05402	00	A0425	6.73	1.00	0.943	$6.86	$6.93	n/a	$10.40	
05402	00	A0426	209.44	1.20	0.943	$246.13	$248.54	$304.71	n/a	
05402	00	A0427	209.44	1.90	0.943	$389.70	$393.52	$482.46	n/a	
05402	00	A0428	209.44	1.00	0.943	$205.11	$207.12	$253.92	n/a	
05402	00	A0429	209.44	1.60	0.943	$328.17	$331.39	$406.28	n/a	
05402	00	A0430	2842.29	1.00	0.943	"$2,761.28"	"$4,141.93"	n/a	"$4,141.93"	
05402	00	A0431	3304.58	1.00	0.943	"$3,210.40"	"$4,815.60"	n/a	"$4,815.60"	
05402	00	A0432	209.44	1.75	0.943	$358.93	$362.45	n/a	n/a	
05402	00	A0433	209.44	2.75	0.943	$564.04	$569.57	$698.29	n/a	
05402	00	A0434	209.44	3.25	0.943	$666.59	$673.13	$825.25	n/a	
05402	00	A0435	8.06	1.00	0.943	$8.06	$12.09	n/a	$12.09	
05402	00	A0436	21.51	1.00	0.943	$21.51	$32.27	n/a	$32.27	
North Carolina										
05535	00	A0425	6.73	1.00	0.960	$6.86	$6.93	n/a	$10.40	
05535	00	A0426	209.44	1.20	0.960	$249.18	$251.62	$308.49	n/a	
05535	00	A0427	209.44	1.90	0.960	$394.53	$398.40	$488.44	n/a	
05535	00	A0428	209.44	1.00	0.960	$207.65	$209.68	$257.07	n/a	
05535	00	A0429	209.44	1.60	0.960	$332.24	$335.49	$411.31	n/a	
05535	00	A0430	2842.29	1.00	0.960	"$2,785.44"	"$4,178.17"	n/a	"$4,178.17"	
05535	00	A0431	3304.58	1.00	0.960	"$3,238.49"	"$4,857.73"	n/a	"$4,857.73"	
05535	00	A0432	209.44	1.75	0.960	$363.38	$366.95	n/a	n/a	
05535	00	A0433	209.44	2.75	0.960	$571.03	$576.63	$706.95	n/a	
05535	00	A0434	209.44	3.25	0.960	$674.85	$681.47	$835.48	n/a	
05535	00	A0435	8.06	1.00	0.960	$8.06	$12.09	n/a	$12.09	
05535	00	A0436	21.51	1.00	0.960	$21.51	$32.27	n/a	$32.27	
Florida										
09102	03	A0425	6.73	1.00	1.041	$6.86	$6.93	n/a	$10.40	
09102	03	A0426	209.44	1.20	1.041	$263.71	$266.30	$326.48	n/a	
09102	03	A0427	209.44	1.90	1.041	$417.54	$421.64	$516.93	n/a	
09102	03	A0428	209.44	1.00	1.041	$219.76	$221.91	$272.07	n/a	
09102	03	A0429	209.44	1.60	1.041	$351.62	$355.06	$435.31	n/a	
09102	03	A0430	2842.29	1.00	1.041	"$2,900.56"	"$4,350.84"	n/a	"$4,350.84"	
09102	03	A0431	3304.58	1.00	1.041	"$3,372.32"	"$5,058.49"	n/a	"$5,058.49"	
09102	03	A0432	209.44	1.75	1.041	$384.58	$388.35	n/a	n/a	
09102	03	A0433	209.44	2.75	1.041	$604.34	$610.26	$748.18	n/a	
09102	03	A0434	209.44	3.25	1.041	$714.22	$721.22	$884.22	n/a	
09102	03	A0435	8.06	1.00	1.041	$8.06	$12.09	n/a	$12.09	
09102	03	A0436	21.51	1.00	1.041	$21.51	$32.27	n/a	$32.27	
09102	04	A0425	6.73	1.00	1.072	$6.86	$6.93	n/a	$10.40	
09102	04	A0426	209.44	1.20	1.072	$269.27	$271.91	$333.37	n/a	
09102	04	A0427	209.44	1.90	1.072	$426.35	$430.53	$527.83	n/a	
09102	04	A0428	209.44	1.00	1.072	$224.40	$226.60	$277.81	n/a	
09102	04	A0429	209.44	1.60	1.072	$359.03	$362.55	$444.49	n/a	
09102	04	A0430	2842.29	1.00	1.072	"$2,944.61"	"$4,416.92"	n/a	"$4,416.92"	
09102	04	A0431	3304.58	1.00	1.072	"$3,423.54"	"$5,135.32"	n/a	"$5,135.32"	
09102	04	A0432	209.44	1.75	1.072	$392.69	$396.54	n/a	n/a	
09102	04	A0433	209.44	2.75	1.072	$617.09	$623.14	$763.97	n/a	
09102	04	A0434	209.44	3.25	1.072	$729.29	$736.44	$902.87	n/a	
09102	04	A0435	8.06	1.00	1.072	$8.06	$12.09	n/a	$12.09	
09102	04	A0436	21.51	1.00	1.072	$21.51	$32.27	n/a	$32.27	
09102	99	A0425	6.73	1.00	0.976	$6.86	$6.93	n/a	$10.40	
09102	99	A0426	209.44	1.20	0.976	$252.05	$254.52	$312.04	n/a	
09102	99	A0427	209.44	1.90	0.976	$399.08	$402.99	$494.06	n/a	
09102	99	A0428	209.44	1.00	0.976	$210.04	$212.10	$260.03	n/a	
09102	99	A0429	209.44	1.60	0.976	$336.06	$339.36	$416.05	n/a	
09102	99	A0430	2842.29	1.00	0.976	"$2,808.18"	"$4,212.27"	n/a	"$4,212.27"	
09102	99	A0431	3304.58	1.00	0.976	"$3,264.93"	"$4,897.39"	n/a	"$4,897.39"	
09102	99	A0432	209.44	1.75	0.976	$367.57	$371.17	n/a	n/a	
Florida (cont'd)										
09102	99	A0433	209.44	2.75	0.976	$577.61	$583.27	$715.09	n/a	
09102	99	A0434	209.44	3.25	0.976	$682.63	$689.32	$845.11	n/a	
09102	99	A0435	8.06	1.00	0.976	$8.06	$12.09	n/a	$12.09	
09102	99	A0436	21.51	1.00	0.976	$21.51	$32.27	n/a	$32.27	
Puerto Rico/Virgin Islands										
09202	20	A0425	6.73	1.00	0.845	$6.86	$6.93	n/a	$10.40	
09202	20	A0426	209.44	1.20	0.845	$228.54	$230.78	$282.94	n/a	
09202	20	A0427	209.44	1.90	0.845	$361.86	$365.40	$447.98	n/a	
09202	20	A0428	209.44	1.00	0.845	$190.45	$192.32	$235.78	n/a	
09202	20	A0429	209.44	1.60	0.845	$304.72	$307.71	$377.25	n/a	
09202	20	A0430	2842.29	1.00	0.845	"$2,622.01"	"$3,933.02"	n/a	"$3,933.02"	
09202	20	A0431	3304.58	1.00	0.845	"$3,048.48"	"$4,572.71"	n/a	"$4,572.71"	
09202	20	A0432	209.44	1.75	0.845	$333.29	$336.56	n/a	n/a	
09202	20	A0433	209.44	2.75	0.845	$523.74	$528.87	$648.40	n/a	
09202	20	A0434	209.44	3.25	0.845	$618.96	$625.03	$766.29	n/a	
09202	20	A0435	8.06	1.00	0.845	$8.06	$12.09	n/a	$12.09	
09202	20	A0436	21.51	1.00	0.845	$21.51	$32.27	n/a	$32.27	
09202	50	A0425	6.73	1.00	0.994	$6.86	$6.93	n/a	$10.40	
09202	50	A0426	209.44	1.20	0.994	$255.28	$257.78	$316.04	n/a	
09202	50	A0427	209.44	1.90	0.994	$404.19	$408.15	$500.40	n/a	
09202	50	A0428	209.44	1.00	0.994	$212.73	$214.82	$263.37	n/a	
09202	50	A0429	209.44	1.60	0.994	$340.37	$343.71	$421.39	n/a	
09202	50	A0430	2842.29	1.00	0.994	"$2,833.76"	"$4,250.64"	n/a	"$4,250.64"	
09202	50	A0431	3304.58	1.00	0.994	"$3,294.67"	"$4,942.00"	n/a	"$4,942.00"	
09202	50	A0432	209.44	1.75	0.994	$372.28	$375.93	n/a	n/a	
09202	50	A0433	209.44	2.75	0.994	$585.01	$590.75	$724.26	n/a	
09202	50	A0434	209.44	3.25	0.994	$691.38	$698.16	$855.94	n/a	
09202	50	A0435	8.06	1.00	0.994	$8.06	$12.09	n/a	$12.09	
09202	50	A0436	21.51	1.00	0.994	$21.51	$32.27	n/a	$32.27	
Alabama										
10102	00	A0425	6.73	1.00	0.928	$6.86	$6.93	n/a	$10.40	
10102	00	A0426	209.44	1.20	0.928	$243.43	$245.82	$301.38	n/a	
10102	00	A0427	209.44	1.90	0.928	$385.44	$389.22	$477.18	n/a	
10102	00	A0428	209.44	1.00	0.928	$202.86	$204.85	$251.15	n/a	
10102	00	A0429	209.44	1.60	0.928	$324.58	$327.76	$401.84	n/a	
10102	00	A0430	2842.29	1.00	0.928	"$2,739.97"	"$4,109.95"	n/a	"$4,109.95"	
10102	00	A0431	3304.58	1.00	0.928	"$3,185.62"	"$4,778.42"	n/a	"$4,778.42"	
10102	00	A0432	209.44	1.75	0.928	$355.01	$358.49	n/a	n/a	
10102	00	A0433	209.44	2.75	0.928	$557.87	$563.34	$690.65	n/a	
10102	00	A0434	209.44	3.25	0.928	$659.30	$665.76	$816.23	n/a	
10102	00	A0435	8.06	1.00	0.928	$8.06	$12.09	n/a	$12.09	
10102	00	A0436	21.51	1.00	0.928	$21.51	$32.27	n/a	$32.27	
Georgia										
10202	01	A0425	6.73	1.00	1.006	$6.86	$6.93	n/a	$10.40	
10202	01	A0426	209.44	1.20	1.006	$257.43	$259.96	$318.70	n/a	
10202	01	A0427	209.44	1.90	1.006	$407.60	$411.60	$504.62	n/a	
10202	01	A0428	209.44	1.00	1.006	$214.53	$216.63	$265.59	n/a	
10202	01	A0429	209.44	1.60	1.006	$343.24	$346.61	$424.94	n/a	
10202	01	A0430	2842.29	1.00	1.006	"$2,850.82"	"$4,276.23"	n/a	"$4,276.23"	
10202	01	A0431	3304.58	1.00	1.006	"$3,314.49"	"$4,971.74"	n/a	"$4,971.74"	
10202	01	A0432	209.44	1.75	1.006	$375.42	$379.10	n/a	n/a	
10202	01	A0433	209.44	2.75	1.006	$589.95	$595.73	$730.37	n/a	
10202	01	A0434	209.44	3.25	1.006	$697.21	$704.05	$863.16	n/a	
10202	01	A0435	8.06	1.00	1.006	$8.06	$12.09	n/a	$12.09	
10202	01	A0436	21.51	1.00	1.006	$21.51	$32.27	n/a	$32.27	
10202	99	A0425	6.73	1.00	0.943	$6.86	$6.93	n/a	$10.40	
10202	99	A0426	209.44	1.20	0.943	$246.13	$248.54	$304.71	n/a	
10202	99	A0427	209.44	1.90	0.943	$389.70	$393.52	$482.46	n/a	
10202	99	A0428	209.44	1.00	0.943	$205.11	$207.12	$253.92	n/a	
10202	99	A0429	209.44	1.60	0.943	$328.17	$331.39	$406.28	n/a	
10202	99	A0430	2842.29	1.00	0.943	"$2,761.28"	"$4,141.93"	n/a	"$4,141.93"	
10202	99	A0431	3304.58	1.00	0.943	"$3,210.40"	"$4,815.60"	n/a	"$4,815.60"	
10202	99	A0432	209.44	1.75	0.943	$358.93	$362.45	n/a	n/a	
10202	99	A0433	209.44	2.75	0.943	$564.04	$569.57	$698.29	n/a	
10202	99	A0434	209.44	3.25	0.943	$666.59	$673.13	$825.25	n/a	
10202	99	A0435	8.06	1.00	0.943	$8.06	$12.09	n/a	$12.09	
10202	99	A0436	21.51	1.00	0.943	$21.51	$32.27	n/a	$32.27	
Tennessee										
10302	35	A0425	6.73	1.00	0.945	$6.86	$6.93	n/a	$10.40	
10302	35	A0426	209.44	1.20	0.945	$246.48	$248.90	$305.15	n/a	
10302	35	A0427	209.44	1.90	0.945	$390.27	$394.09	$483.16	n/a	
10302	35	A0428	209.44	1.00	0.945	$205.40	$207.42	$254.29	n/a	
10302	35	A0429	209.44	1.60	0.945	$328.65	$331.87	$406.87	n/a	
10302	35	A0430	2842.29	1.00	0.945	"$2,764.13"	"$4,146.19"	n/a	"$4,146.19"	
10302	35	A0431	3304.58	1.00	0.945	"$3,213.70"	"$4,820.56"	n/a	"$4,820.56"	
10302	35	A0432	209.44	1.75	0.945	$359.46	$362.98	n/a	n/a	
10302	35	A0433	209.44	2.75	0.945	$564.86	$570.40	$699.31	n/a	
10302	35	A0434	209.44	3.25	0.945	$667.56	$674.11	$826.46	n/a	
10302	35	A0435	8.06	1.00	0.945	$8.06	$12.09	n/a	$12.09	
10302	35	A0436	21.51	1.00	0.945	$21.51	$32.27	n/a	$32.27	
Delaware										
12102	01	A0425	6.73	1.00	1.041	$6.86	$6.93	n/a	$10.40	
12102	01	A0426	209.44	1.20	1.041	$263.71	$266.30	$326.48	n/a	
12102	01	A0427	209.44	1.90	1.041	$417.54	$421.64	$516.93	n/a	
12102	01	A0428	209.44	1.00	1.041	$219.76	$221.91	$272.07	n/a	
12102	01	A0429	209.44	1.60	1.041	$351.62	$355.06	$435.31	n/a	
12102	01	A0430	2842.29	1.00	1.041	"$2,900.56"	"$4,350.84"	n/a	"$4,350.84"	
12102	01	A0431	3304.58	1.00	1.041	"$3,372.32"	"$5,058.49"	n/a	"$5,058.49"	
12102	01	A0432	209.44	1.75	1.041	$384.58	$388.35	n/a	n/a	
12102	01	A0433	209.44	2.75	1.041	$604.34	$610.26	$748.18	n/a	
12102	01	A0434	209.44	3.25	1.041	$714.22	$721.22	$884.22	n/a	
12102	01	A0435	8.06	1.00	1.041	$8.06	$12.09	n/a	$12.09	
12102	01	A0436	21.51	1.00	1.041	$21.51	$32.27	n/a	$32.27	
District of Columbia										
12202	01	A0425	6.73	1.00	1.218	$6.86	$6.93	n/a	$10.40	
12202	01	A0426	209.44	1.20	1.218	$295.47	$298.37	$365.80	n/a	
12202	01	A0427	209.44	1.90	1.218	$467.83	$472.42	$579.19	n/a	
12202	01	A0428	209.44	1.00	1.218	$246.23	$248.64	$304.84	n/a	
12202	01	A0429	209.44	1.60	1.218	$393.97	$397.83	$487.74	n/a	
12202	01	A0430	2842.29	1.00	1.218	"$3,152.10"	"$4,728.15"	n/a	"$4,728.15"	
12202	01	A0431	3304.58	1.00	1.218	"$3,664.78"	"$5,497.17"	n/a	"$5,497.17"	
12202	01	A0432	209.44	1.75	1.218	$430.90	$435.12	n/a	n/a	
12202	01	A0433	209.44	2.75	1.218	$677.13	$683.77	$838.30	n/a	
12202	01	A0434	209.44	3.25	1.218	$800.24	$808.09	$990.72	n/a	
12202	01	A0435	8.06	1.00	1.218	$8.06	$12.09	n/a	$12.09	
12202	01	A0436	21.51	1.00	1.218	$21.51	$32.27	n/a	$32.27	
Maryland										
12302	01	A0425	6.73	1.00	1.084	$6.86	$6.93	n/a	$10.40	
12302	01	A0426	209.44	1.20	1.084	$271.43	$274.09	$336.03	n/a	
12302	01	A0427	209.44	1.90	1.084	$429.76	$433.97	$532.05	n/a	
12302	01	A0428	209.44	1.00	1.084	$226.19	$228.41	$280.03	n/a	
12302	01	A0429	209.44	1.60	1.084	$361.90	$365.45	$448.04	n/a	
12302	01	A0430	2842.29	1.00	1.084	"$2,961.67"	"$4,442.50"	n/a	"$4,442.50"	
12302	01	A0431	3304.58	1.00	1.084	"$3,443.37"	"$5,165.06"	n/a	"$5,165.06"	
12302	01	A0432	209.44	1.75	1.084	$395.83	$399.71	n/a	n/a	
12302	01	A0433	209.44	2.75	1.084	$622.02	$628.12	$770.08	n/a	
12302	01	A0434	209.44	3.25	1.084	$735.12	$742.33	$910.09	n/a	
12302	01	A0435	8.06	1.00	1.084	$8.06	$12.09	n/a	$12.09	
12302	01	A0436	21.51	1.00	1.084	$21.51	$32.27	n/a	$32.27	
12302	99	A0425	6.73	1.00	1.013	$6.86	$6.93	n/a	$10.40	
12302	99	A0426	209.44	1.20	1.013	$258.69	$261.22	$320.26	n/a	
12302	99	A0427	209.44	1.90	1.013	$409.59	$413.60	$507.08	n/a	
12302	99	A0428	209.44	1.00	1.013	$215.57	$217.69	$266.88	n/a	
12302	99	A0429	209.44	1.60	1.013	$344.92	$348.30	$427.01	n/a	
12302	99	A0430	2842.29	1.00	1.013	"$2,860.76"	"$4,291.15"	n/a	"$4,291.15"	
12302	99	A0431	3304.58	1.00	1.013	"$3,326.06"	"$4,989.09"	n/a	"$4,989.09"	
12302	99	A0432	209.44	1.75	1.013	$377.25	$380.95	n/a	n/a	
12302	99	A0433	209.44	2.75	1.013	$592.83	$598.64	$733.93	n/a	
12302	99	A0434	209.44	3.25	1.013	$700.61	$707.48	$867.37	n/a	
12302	99	A0435	8.06	1.00	1.013	$8.06	$12.09	n/a	$12.09	
12302	99	A0436	21.51	1.00	1.013	$21.51	$32.27	n/a	$32.27	
New Jersey										
12402	01	A0425	6.73	1.00	1.206	$6.86	$6.93	n/a	$10.40	
12402	01	A0426	209.44	1.20	1.206	$293.32	$296.20	$363.14	n/a	
12402	01	A0427	209.44	1.90	1.206	$464.42	$468.98	$574.97	n/a	
12402	01	A0428	209.44	1.00	1.206	$244.43	$246.83	$302.61	n/a	
12402	01	A0429	209.44	1.60	1.206	$391.09	$394.93	$484.18	n/a	
12402	01	A0430	2842.29	1.00	1.206	"$3,135.05"	"$4,702.57"	n/a	"$4,702.57"	
12402	01	A0431	3304.58	1.00	1.206	"$3,644.95"	"$5,467.43"	n/a	"$5,467.43"	
12402	01	A0432	209.44	1.75	1.206	$427.76	$431.95	n/a	n/a	
12402	01	A0433	209.44	2.75	1.206	$672.19	$678.78	$832.19	n/a	
12402	01	A0434	209.44	3.25	1.206	$794.41	$802.20	$983.50	n/a	
12402	01	A0435	8.06	1.00	1.206	$8.06	$12.09	n/a	$12.09	
12402	01	A0436	21.51	1.00	1.206	$21.51	$32.27	n/a	$32.27	
12402	99	A0425	6.73	1.00	1.125	$6.86	$6.93	n/a	$10.40	
12402	99	A0426	209.44	1.20	1.125	$278.79	$281.52	$345.14	n/a	
12402	99	A0427	209.44	1.90	1.125	$441.41	$445.74	$546.47	n/a	
12402	99	A0428	209.44	1.00	1.125	$232.32	$234.60	$287.62	n/a	
12402	99	A0429	209.44	1.60	1.125	$371.71	$375.36	$460.19	n/a	
12402	99	A0430	2842.29	1.00	1.125	"$3,019.93"	"$4,529.90"	n/a	"$4,529.90"	
12402	99	A0431	3304.58	1.00	1.125	"$3,511.12"	"$5,266.67"	n/a	"$5,266.67"	
12402	99	A0432	209.44	1.75	1.125	$406.56	$410.55	n/a	n/a	
12402	99	A0433	209.44	2.75	1.125	$638.88	$645.15	$790.95	n/a	
12402	99	A0434	209.44	3.25	1.125	$755.04	$762.45	$934.76	n/a	
12402	99	A0435	8.06	1.00	1.125	$8.06	$12.09	n/a	$12.09	
12402	99	A0436	21.51	1.00	1.125	$21.51	$32.27	n/a	$32.27	
Pennsylvania										
12502	01	A0425	6.73	1.00	1.084	$6.86	$6.93	n/a	$10.40	
12502	01	A0426	209.44	1.20	1.084	$271.43	$274.09	$336.03	n/a	
12502	01	A0427	209.44	1.90	1.084	$429.76	$433.97	$532.05	n/a	
12502	01	A0428	209.44	1.00	1.084	$226.19	$228.41	$280.03	n/a	
12502	01	A0429	209.44	1.60	1.084	$361.90	$365.45	$448.04	n/a	
12502	01	A0430	2842.29	1.00	1.084	"$2,961.67"	"$4,442.50"	n/a	"$4,442.50"	
12502	01	A0431	3304.58	1.00	1.084	"$3,443.37"	"$5,165.06"	n/a	"$5,165.06"	
12502	01	A0432	209.44	1.75	1.084	$395.83	$399.71	n/a	n/a	
12502	01	A0433	209.44	2.75	1.084	$622.02	$628.12	$770.08	n/a	
12502	01	A0434	209.44	3.25	1.084	$735.12	$742.33	$910.09	n/a	
12502	01	A0435	8.06	1.00	1.084	$8.06	$12.09	n/a	$12.09	
12502	01	A0436	21.51	1.00	1.084	$21.51	$32.27	n/a	$32.27	
12502	99	A0425	6.73	1.00	0.958	$6.86	$6.93	n/a	$10.40	
12502	99	A0426	209.44	1.20	0.958	$248.82	$251.26	$308.04	n/a	
12502	99	A0427	209.44	1.90	0.958	$393.96	$397.82	$487.73	n/a	
12502	99	A0428	209.44	1.00	0.958	$207.35	$209.38	$256.70	n/a	
12502	99	A0429	209.44	1.60	0.958	$331.76	$335.01	$410.72	n/a	
12502	99	A0430	2842.29	1.00	0.958	"$2,782.60"	"$4,173.90"	n/a	"$4,173.90"	
12502	99	A0431	3304.58	1.00	0.958	"$3,235.18"	"$4,852.78"	n/a	"$4,852.78"	
12502	99	A0432	209.44	1.75	0.958	$362.86	$366.42	n/a	n/a	
