CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*	
14212	99	A0433	2.75	1.067	222.29	$652.77	$659.17	$808.14	n/a	
14212	99	A0434	3.25	1.067	222.29	$771.45	$779.01	$955.07	n/a	
14212	99	A0435	1.00	1.067	8.56	$8.56	$12.84	n/a	$12.84	
14212	99	A0436	1.00	1.067	22.84	$22.84	$34.26	n/a	$34.26	
14312	40	A0425	1.00	1.052	7.15	$7.29	$7.36	n/a	$11.04	
14312	40	A0426	1.20	1.052	222.29	$281.99	$284.75	$349.10	n/a	
14312	40	A0427	1.90	1.052	222.29	$446.48	$450.86	$552.75	n/a	
14312	40	A0428	1.00	1.052	222.29	$234.99	$237.29	$290.92	n/a	
14312	40	A0429	1.60	1.052	222.29	$375.98	$379.67	$465.48	n/a	
14312	40	A0430	1.00	1.052	3016.51	"$3,094.94"	"$4,642.41"	n/a	"$4,642.41"	
14312	40	A0431	1.00	1.052	3507.14	"$3,598.33"	"$5,397.49"	n/a	"$5,397.49"	
14312	40	A0432	1.75	1.052	222.29	$411.23	$415.26	n/a	n/a	
14312	40	A0433	2.75	1.052	222.29	$646.22	$652.56	$800.04	n/a	
14312	40	A0434	3.25	1.052	222.29	$763.71	$771.20	$945.49	n/a	
14312	40	A0435	1.00	1.052	8.56	$8.56	$12.84	n/a	$12.84	
14312	40	A0436	1.00	1.052	22.84	$22.84	$34.26	n/a	$34.26	
14412	01	A0425	1.00	1.052	7.15	$7.29	$7.36	n/a	$11.04	
14412	01	A0426	1.20	1.052	222.29	$281.99	$284.75	$349.10	n/a	
14412	01	A0427	1.90	1.052	222.29	$446.48	$450.86	$552.75	n/a	
14412	01	A0428	1.00	1.052	222.29	$234.99	$237.29	$290.92	n/a	
14412	01	A0429	1.60	1.052	222.29	$375.98	$379.67	$465.48	n/a	
14412	01	A0430	1.00	1.052	3016.51	"$3,094.94"	"$4,642.41"	n/a	"$4,642.41"	
14412	01	A0431	1.00	1.052	3507.14	"$3,598.33"	"$5,397.49"	n/a	"$5,397.49"	
14412	01	A0432	1.75	1.052	222.29	$411.23	$415.26	n/a	n/a	
14412	01	A0433	2.75	1.052	222.29	$646.22	$652.56	$800.04	n/a	
14412	01	A0434	3.25	1.052	222.29	$763.71	$771.20	$945.49	n/a	
14412	01	A0435	1.00	1.052	8.56	$8.56	$12.84	n/a	$12.84	
14412	01	A0436	1.00	1.052	22.84	$22.84	$34.26	n/a	$34.26	
14512	50	A0425	1.00	1.01	7.15	$7.29	$7.36	n/a	$11.04	
14512	50	A0426	1.20	1.01	222.29	$273.99	$276.67	$339.20	n/a	
14512	50	A0427	1.90	1.01	222.29	$433.81	$438.07	$537.07	n/a	
14512	50	A0428	1.00	1.01	222.29	$228.32	$230.56	$282.67	n/a	
14512	50	A0429	1.60	1.01	222.29	$365.32	$368.90	$452.27	n/a	
14512	50	A0430	1.00	1.01	3016.51	"$3,031.59"	"$4,547.39"	n/a	"$4,547.39"	
14512	50	A0431	1.00	1.01	3507.14	"$3,524.68"	"$5,287.01"	n/a	"$5,287.01"	
14512	50	A0432	1.75	1.01	222.29	$399.57	$403.48	n/a	n/a	
14512	50	A0433	2.75	1.01	222.29	$627.89	$634.04	$777.33	n/a	
14512	50	A0434	3.25	1.01	222.29	$742.05	$749.32	$918.67	n/a	
14512	50	A0435	1.00	1.01	8.56	$8.56	$12.84	n/a	$12.84	
14512	50	A0436	1.00	1.01	22.84	$22.84	$34.26	n/a	$34.26	
15102	00	A0425	1.00	0.876	7.15	$7.29	$7.36	n/a	$11.04	
15102	00	A0426	1.20	0.876	222.29	$248.47	$250.90	$307.60	n/a	
15102	00	A0427	1.90	0.876	222.29	$393.40	$397.26	$487.04	n/a	
15102	00	A0428	1.00	0.876	222.29	$207.06	$209.09	$256.34	n/a	
15102	00	A0429	1.60	0.876	222.29	$331.29	$334.54	$410.15	n/a	
15102	00	A0430	1.00	0.876	3016.51	"$2,829.49"	"$4,244.23"	n/a	"$4,244.23"	
15102	00	A0431	1.00	0.876	3507.14	"$3,289.70"	"$4,934.55"	n/a	"$4,934.55"	
15102	00	A0432	1.75	0.876	222.29	$362.35	$365.90	n/a	n/a	
15102	00	A0433	2.75	0.876	222.29	$569.40	$574.98	$704.93	n/a	
15102	00	A0434	3.25	0.876	222.29	$672.93	$679.53	$833.10	n/a	
15102	00	A0435	1.00	0.876	8.56	$8.56	$12.84	n/a	$12.84	
15102	00	A0436	1.00	0.876	22.84	$22.84	$34.26	n/a	$34.26	
15202	00	A0425	1.00	0.918	7.15	$7.29	$7.36	n/a	$11.04	
15202	00	A0426	1.20	0.918	222.29	$256.47	$258.98	$317.51	n/a	
15202	00	A0427	1.90	0.918	222.29	$406.07	$410.05	$502.72	n/a	
15202	00	A0428	1.00	0.918	222.29	$213.72	$215.82	$264.60	n/a	
15202	00	A0429	1.60	0.918	222.29	$341.95	$345.31	$423.35	n/a	
15202	00	A0430	1.00	0.918	3016.51	"$2,892.83"	"$4,339.25"	n/a	"$4,339.25"	
15202	00	A0431	1.00	0.918	3507.14	"$3,363.35"	"$5,045.02"	n/a	"$5,045.02"	
15202	00	A0432	1.75	0.918	222.29	$374.01	$377.68	n/a	n/a	
15202	00	A0433	2.75	0.918	222.29	$587.73	$593.50	$727.63	n/a	
15202	00	A0434	3.25	0.918	222.29	$694.59	$701.40	$859.92	n/a	
15202	00	A0435	1.00	0.918	8.56	$8.56	$12.84	n/a	$12.84	
15202	00	A0436	1.00	0.918	22.84	$22.84	$34.26	n/a	$34.26	
