CONTRACTOR/CARRIER	LOCALITY	HCPCS	RVU	GPCI	BASE RATE	URBAN BASE RATE / URBAN MILEAGE	RURAL BASE RATE / RURAL MILEAGE	RURAL BASE RATE / LOWEST QUARTILE	RURAL GROUND MILES 1-17*	
04412	20	A0427	1.90	0.913	222.29	$404.56	$408.53	$500.86	n/a	
04412	20	A0428	1.00	0.913	222.29	$212.93	$215.02	$263.61	n/a	
04412	20	A0429	1.60	0.913	222.29	$340.68	$344.02	$421.77	n/a	
04412	20	A0430	1.00	0.913	3016.51	"$2,885.29"	"$4,327.94"	n/a	"$4,327.94"	
04412	20	A0431	1.00	0.913	3507.14	"$3,354.58"	"$5,031.87"	n/a	"$5,031.87"	
04412	20	A0432	1.75	0.913	222.29	$372.62	$376.28	n/a	n/a	
04412	20	A0433	2.75	0.913	222.29	$585.55	$591.29	$724.92	n/a	
04412	20	A0434	3.25	0.913	222.29	$692.01	$698.80	$856.73	n/a	
04412	20	A0435	1.00	0.913	8.56	$8.56	$12.84	n/a	$12.84	
04412	20	A0436	1.00	0.913	22.84	$22.84	$34.26	n/a	$34.26	
04412	28	A0425	1.00	0.991	7.15	$7.29	$7.36	n/a	$11.04	
04412	28	A0426	1.20	0.991	222.29	$270.37	$273.02	$334.72	n/a	
04412	28	A0427	1.90	0.991	222.29	$428.08	$432.28	$529.98	n/a	
04412	28	A0428	1.00	0.991	222.29	$225.31	$227.52	$278.94	n/a	
04412	28	A0429	1.60	0.991	222.29	$360.49	$364.03	$446.30	n/a	
04412	28	A0430	1.00	0.991	3016.51	"$3,002.94"	"$4,504.40"	n/a	"$4,504.40"	
04412	28	A0431	1.00	0.991	3507.14	"$3,491.36"	"$5,237.04"	n/a	"$5,237.04"	
04412	28	A0432	1.75	0.991	222.29	$394.29	$398.15	n/a	n/a	
04412	28	A0433	2.75	0.991	222.29	$619.60	$625.67	$767.07	n/a	
04412	28	A0434	3.25	0.991	222.29	$732.25	$739.43	$906.54	n/a	
04412	28	A0435	1.00	0.991	8.56	$8.56	$12.84	n/a	$12.84	
04412	28	A0436	1.00	0.991	22.84	$22.84	$34.26	n/a	$34.26	
04412	31	A0425	1.00	1.02	7.15	$7.29	$7.36	n/a	$11.04	
04412	31	A0426	1.20	1.02	222.29	$275.89	$278.60	$341.56	n/a	
04412	31	A0427	1.90	1.02	222.29	$436.83	$441.11	$540.80	n/a	
04412	31	A0428	1.00	1.02	222.29	$229.91	$232.16	$284.63	n/a	
04412	31	A0429	1.60	1.02	222.29	$367.86	$371.46	$455.41	n/a	
04412	31	A0430	1.00	1.02	3016.51	"$3,046.68"	"$4,570.01"	n/a	"$4,570.01"	
04412	31	A0431	1.00	1.02	3507.14	"$3,542.21"	"$5,313.32"	n/a	"$5,313.32"	
04412	31	A0432	1.75	1.02	222.29	$402.34	$406.29	n/a	n/a	
04412	31	A0433	2.75	1.02	222.29	$632.25	$638.45	$782.74	n/a	
04412	31	A0434	3.25	1.02	222.29	$747.21	$754.53	$925.05	n/a	
04412	31	A0435	1.00	1.02	8.56	$8.56	$12.84	n/a	$12.84	
04412	31	A0436	1.00	1.02	22.84	$22.84	$34.26	n/a	$34.26	
04412	99	A0425	1.00	0.929	7.15	$7.29	$7.36	n/a	$11.04	
04412	99	A0426	1.20	0.929	222.29	$258.56	$261.10	$320.11	n/a	
04412	99	A0427	1.90	0.929	222.29	$409.39	$413.40	$506.83	n/a	
04412	99	A0428	1.00	0.929	222.29	$215.47	$217.58	$266.75	n/a	
04412	99	A0429	1.60	0.929	222.29	$344.75	$348.13	$426.81	n/a	
04412	99	A0430	1.00	0.929	3016.51	"$2,909.42"	"$4,364.14"	n/a	"$4,364.14"	
04412	99	A0431	1.00	0.929	3507.14	"$3,382.64"	"$5,073.95"	n/a	"$5,073.95"	
04412	99	A0432	1.75	0.929	222.29	$377.07	$380.76	n/a	n/a	
04412	99	A0433	2.75	0.929	222.29	$592.53	$598.34	$733.56	n/a	
04412	99	A0434	3.25	0.929	222.29	$700.27	$707.13	$866.94	n/a	
04412	99	A0435	1.00	0.929	8.56	$8.56	$12.84	n/a	$12.84	
04412	99	A0436	1.00	0.929	22.84	$22.84	$34.26	n/a	$34.26	
05102	00	A0425	1.00	0.902	7.15	$7.29	$7.36	n/a	$11.04	
05102	00	A0426	1.20	0.902	222.29	$253.42	$255.90	$313.73	n/a	
05102	00	A0427	1.90	0.902	222.29	$401.25	$405.18	$496.75	n/a	
05102	00	A0428	1.00	0.902	222.29	$211.18	$213.25	$261.44	n/a	
05102	00	A0429	1.60	0.902	222.29	$337.89	$341.20	$418.31	n/a	
05102	00	A0430	1.00	0.902	3016.51	"$2,868.70"	"$4,303.05"	n/a	"$4,303.05"	
05102	00	A0431	1.00	0.902	3507.14	"$3,335.29"	"$5,002.94"	n/a	"$5,002.94"	
05102	00	A0432	1.75	0.902	222.29	$369.57	$373.19	n/a	n/a	
05102	00	A0433	2.75	0.902	222.29	$580.75	$586.44	$718.98	n/a	
05102	00	A0434	3.25	0.902	222.29	$686.34	$693.07	$849.70	n/a	
05102	00	A0435	1.00	0.902	8.56	$8.56	$12.84	n/a	$12.84	
05102	00	A0436	1.00	0.902	22.84	$22.84	$34.26	n/a	$34.26	
05202	00	A0425	1.00	0.907	7.15	$7.29	$7.36	n/a	$11.04	
05202	00	A0426	1.20	0.907	222.29	$254.37	$256.86	$314.91	n/a	
05202	00	A0427	1.90	0.907	222.29	$402.75	$406.70	$498.61	n/a	
05202	00	A0428	1.00	0.907	222.29	$211.98	$214.05	$262.43	n/a	
05202	00	A0429	1.60	0.907	222.29	$339.16	$342.49	$419.89	n/a	
05202	00	A0430	1.00	0.907	3016.51	"$2,876.24"	"$4,314.36"	n/a	"$4,314.36"	
05202	00	A0431	1.00	0.907	3507.14	"$3,344.06"	"$5,016.09"	n/a	"$5,016.09"	
05202	00	A0432	1.75	0.907	222.29	$370.96	$374.59	n/a	n/a	
05202	00	A0433	2.75	0.907	222.29	$582.93	$588.65	$721.68	n/a	
05202	00	A0434	3.25	0.907	222.29	$688.92	$695.67	$852.89	n/a	
05202	00	A0435	1.00	0.907	8.56	$8.56	$12.84	n/a	$12.84	
05202	00	A0436	1.00	0.907	22.84	$22.84	$34.26	n/a	$34.26	
05302	01	A0425	1.00	0.957	7.15	$7.29	$7.36	n/a	$11.04	
05302	01	A0426	1.20	0.957	222.29	$263.89	$266.48	$326.70	n/a	
05302	01	A0427	1.90	0.957	222.29	$417.83	$421.93	$517.29	n/a	
05302	01	A0428	1.00	0.957	222.29	$219.91	$222.07	$272.26	n/a	
05302	01	A0429	1.60	0.957	222.29	$351.86	$355.31	$435.61	n/a	
05302	01	A0430	1.00	0.957	3016.51	"$2,951.66"	"$4,427.48"	n/a	"$4,427.48"	
05302	01	A0431	1.00	0.957	3507.14	"$3,431.74"	"$5,147.60"	n/a	"$5,147.60"	
05302	01	A0432	1.75	0.957	222.29	$384.84	$388.62	n/a	n/a	
05302	01	A0433	2.75	0.957	222.29	$604.76	$610.68	$748.69	n/a	
05302	01	A0434	3.25	0.957	222.29	$714.71	$721.72	$884.83	n/a	
05302	01	A0435	1.00	0.957	8.56	$8.56	$12.84	n/a	$12.84	
05302	01	A0436	1.00	0.957	22.84	$22.84	$34.26	n/a	$34.26	
05302	02	A0425	1.00	0.958	7.15	$7.29	$7.36	n/a	$11.04	
05302	02	A0426	1.20	0.958	222.29	$264.08	$266.67	$326.94	n/a	
05302	02	A0427	1.90	0.958	222.29	$418.13	$422.23	$517.65	n/a	
05302	02	A0428	1.00	0.958	222.29	$220.07	$222.23	$272.45	n/a	
05302	02	A0429	1.60	0.958	222.29	$352.11	$355.56	$435.92	n/a	
05302	02	A0430	1.00	0.958	3016.51	"$2,953.16"	"$4,429.74"	n/a	"$4,429.74"	
05302	02	A0431	1.00	0.958	3507.14	"$3,433.49"	"$5,150.24"	n/a	"$5,150.24"	
05302	02	A0432	1.75	0.958	222.29	$385.12	$388.90	n/a	n/a	
05302	02	A0433	2.75	0.958	222.29	$605.19	$611.13	$749.25	n/a	
05302	02	A0434	3.25	0.958	222.29	$715.23	$722.24	$885.47	n/a	
05302	02	A0435	1.00	0.958	8.56	$8.56	$12.84	n/a	$12.84	
05302	02	A0436	1.00	0.958	22.84	$22.84	$34.26	n/a	$34.26	
05302	99	A0425	1.00	0.856	7.15	$7.29	$7.36	n/a	$11.04	
05302	99	A0426	1.20	0.856	222.29	$244.66	$247.06	$302.90	n/a	
05302	99	A0427	1.90	0.856	222.29	$387.37	$391.17	$479.57	n/a	
05302	99	A0428	1.00	0.856	222.29	$203.88	$205.88	$252.41	n/a	
05302	99	A0429	1.60	0.856	222.29	$326.21	$329.41	$403.86	n/a	
05302	99	A0430	1.00	0.856	3016.51	"$2,799.32"	"$4,198.98"	n/a	"$4,198.98"	
05302	99	A0431	1.00	0.856	3507.14	"$3,254.63"	"$4,881.94"	n/a	"$4,881.94"	
05302	99	A0432	1.75	0.856	222.29	$356.79	$360.29	n/a	n/a	
05302	99	A0433	2.75	0.856	222.29	$560.67	$566.17	$694.12	n/a	
05302	99	A0434	3.25	0.856	222.29	$662.61	$669.11	$820.33	n/a	
05302	99	A0435	1.00	0.856	8.56	$8.56	$12.84	n/a	$12.84	
05302	99	A0436	1.00	0.856	22.84	$22.84	$34.26	n/a	$34.26	
05402	00	A0425	1.00	0.909	7.15	$7.29	$7.36	n/a	$11.04	
05402	00	A0426	1.20	0.909	222.29	$254.75	$257.25	$315.39	n/a	
05402	00	A0427	1.90	0.909	222.29	$403.36	$407.31	$499.36	n/a	
05402	00	A0428	1.00	0.909	222.29	$212.29	$214.37	$262.82	n/a	
05402	00	A0429	1.60	0.909	222.29	$339.67	$343.00	$420.52	n/a	
05402	00	A0430	1.00	0.909	3016.51	"$2,879.26"	"$4,318.89"	n/a	"$4,318.89"	
05402	00	A0431	1.00	0.909	3507.14	"$3,347.57"	"$5,021.35"	n/a	"$5,021.35"	
05402	00	A0432	1.75	0.909	222.29	$371.51	$375.15	n/a	n/a	
05402	00	A0433	2.75	0.909	222.29	$583.81	$589.53	$722.76	n/a	
05402	00	A0434	3.25	0.909	222.29	$689.95	$696.72	$854.18	n/a	
05402	00	A0435	1.00	0.909	8.56	$8.56	$12.84	n/a	$12.84	
05402	00	A0436	1.00	0.909	22.84	$22.84	$34.26	n/a	$34.26	
06102	12	A0425	1.00	0.935	7.15	$7.29	$7.36	n/a	$11.04	
06102	12	A0426	1.20	0.935	222.29	$259.70	$262.25	$321.52	n/a	
06102	12	A0427	1.90	0.935	222.29	$411.20	$415.23	$509.07	n/a	
06102	12	A0428	1.00	0.935	222.29	$216.42	$218.54	$267.93	n/a	
06102	12	A0429	1.60	0.935	222.29	$346.27	$349.67	$428.70	n/a	
06102	12	A0430	1.00	0.935	3016.51	"$2,918.47"	"$4,377.71"	n/a	"$4,377.71"	
06102	12	A0431	1.00	0.935	3507.14	"$3,393.16"	"$5,089.74"	n/a	"$5,089.74"	
06102	12	A0432	1.75	0.935	222.29	$378.73	$382.45	n/a	n/a	
06102	12	A0433	2.75	0.935	222.29	$595.15	$600.99	$736.81	n/a	
06102	12	A0434	3.25	0.935	222.29	$703.36	$710.26	$870.78	n/a	
06102	12	A0435	1.00	0.935	8.56	$8.56	$12.84	n/a	$12.84	
06102	12	A0436	1.00	0.935	22.84	$22.84	$34.26	n/a	$34.26	
06102	15	A0425	1.00	1.055	7.15	$7.29	$7.36	n/a	$11.04	
06102	15	A0426	1.20	1.055	222.29	$282.56	$285.33	$349.81	n/a	
06102	15	A0427	1.90	1.055	222.29	$447.38	$451.77	$553.87	n/a	
06102	15	A0428	1.00	1.055	222.29	$235.47	$237.77	$291.51	n/a	
06102	15	A0429	1.60	1.055	222.29	$376.74	$380.44	$466.42	n/a	
06102	15	A0430	1.00	1.055	3016.51	"$3,099.46"	"$4,649.20"	n/a	"$4,649.20"	
06102	15	A0431	1.00	1.055	3507.14	"$3,603.59"	"$5,405.38"	n/a	"$5,405.38"	
06102	15	A0432	1.75	1.055	222.29	$412.06	$416.10	n/a	n/a	
06102	15	A0433	2.75	1.055	222.29	$647.53	$653.88	$801.66	n/a	
06102	15	A0434	3.25	1.055	222.29	$765.26	$772.76	$947.40	n/a	
06102	15	A0435	1.00	1.055	8.56	$8.56	$12.84	n/a	$12.84	
06102	15	A0436	1.00	1.055	22.84	$22.84	$34.26	n/a	$34.26	
06102	16	A0425	1.00	1.036	7.15	$7.29	$7.36	n/a	$11.04	
06102	16	A0426	1.20	1.036	222.29	$278.94	$281.67	$345.33	n/a	
06102	16	A0427	1.90	1.036	222.29	$441.65	$445.98	$546.77	n/a	
06102	16	A0428	1.00	1.036	222.29	$232.45	$234.73	$287.78	n/a	
06102	16	A0429	1.60	1.036	222.29	$371.92	$375.57	$460.45	n/a	
06102	16	A0430	1.00	1.036	3016.51	"$3,070.81"	"$4,606.21"	n/a	"$4,606.21"	
06102	16	A0431	1.00	1.036	3507.14	"$3,570.27"	"$5,355.40"	n/a	"$5,355.40"	
06102	16	A0432	1.75	1.036	222.29	$406.79	$410.77	n/a	n/a	
06102	16	A0433	2.75	1.036	222.29	$639.24	$645.50	$791.38	n/a	
06102	16	A0434	3.25	1.036	222.29	$755.46	$762.87	$935.28	n/a	
06102	16	A0435	1.00	1.036	8.56	$8.56	$12.84	n/a	$12.84	
06102	16	A0436	1.00	1.036	22.84	$22.84	$34.26	n/a	$34.26	
06102	99	A0425	1.00	0.914	7.15	$7.29	$7.36	n/a	$11.04	
06102	99	A0426	1.20	0.914	222.29	$255.70	$258.21	$316.57	n/a	
06102	99	A0427	1.90	0.914	222.29	$404.86	$408.83	$501.23	n/a	
06102	99	A0428	1.00	0.914	222.29	$213.09	$215.18	$263.81	n/a	
06102	99	A0429	1.60	0.914	222.29	$340.94	$344.28	$422.09	n/a	
06102	99	A0430	1.00	0.914	3016.51	"$2,886.80"	"$4,330.20"	n/a	"$4,330.20"	
06102	99	A0431	1.00	0.914	3507.14	"$3,356.33"	"$5,034.50"	n/a	"$5,034.50"	
06102	99	A0432	1.75	0.914	222.29	$372.90	$376.56	n/a	n/a	
06102	99	A0433	2.75	0.914	222.29	$585.99	$591.73	$725.46	n/a	
06102	99	A0434	3.25	0.914	222.29	$692.53	$699.32	$857.37	n/a	
06102	99	A0435	1.00	0.914	8.56	$8.56	$12.84	n/a	$12.84	
06102	99	A0436	1.00	0.914	22.84	$22.84	$34.26	n/a	$34.26	
06202	00	A0425	1.00	1.016	7.15	$7.29	$7.36	n/a	$11.04	
06202	00	A0426	1.20	1.016	222.29	$275.13	$277.83	$340.62	n/a	
06202	00	A0427	1.90	1.016	222.29	$435.62	$439.89	$539.31	n/a	
06202	00	A0428	1.00	1.016	222.29	$229.28	$231.52	$283.84	n/a	
06202	00	A0429	1.60	1.016	222.29	$366.84	$370.44	$454.16	n/a	
06202	00	A0430	1.00	1.016	3016.51	"$3,040.64"	"$4,560.96"	n/a	"$4,560.96"	
06202	00	A0431	1.00	1.016	3507.14	"$3,535.20"	"$5,302.80"	n/a	"$5,302.80"	
06202	00	A0432	1.75	1.016	222.29	$401.23	$405.17	n/a	n/a	
06202	00	A0433	2.75	1.016	222.29	$630.51	$636.69	$780.58	n/a	
06202	00	A0434	3.25	1.016	222.29	$745.14	$752.45	$922.50	n/a	
06202	00	A0435	1.00	1.016	8.56	$8.56	$12.84	n/a	$12.84	
06202	00	A0436	1.00	1.016	22.84	$22.84	$34.26	n/a	$34.26	
06302	00	A0425	1.00	0.956	7.15	$7.29	$7.36	n/a	$11.04	
06302	00	A0426	1.20	0.956	222.29	$263.70	$266.29	$326.47	n/a	
06302	00	A0427	1.90	0.956	222.29	$417.53	$421.62	$516.91	n/a	
06302	00	A0428	1.00	0.956	222.29	$219.75	$221.91	$272.06	n/a	
06302	00	A0429	1.60	0.956	222.29	$351.60	$355.05	$435.29	n/a	
06302	00	A0430	1.00	0.956	3016.51	"$2,950.15"	"$4,425.22"	n/a	"$4,425.22"	
06302	00	A0431	1.00	0.956	3507.14	"$3,429.98"	"$5,144.97"	n/a	"$5,144.97"	
06302	00	A0432	1.75	0.956	222.29	$384.57	$388.34	n/a	n/a	
06302	00	A0433	2.75	0.956	222.29	$604.32	$610.24	$748.15	n/a	
06302	00	A0434	3.25	0.956	222.29	$714.20	$721.20	$884.19	n/a	
06302	00	A0435	1.00	0.956	8.56	$8.56	$12.84	n/a	$12.84	
06302	00	A0436	1.00	0.956	22.84	$22.84	$34.26	n/a	$34.26	
07102	13	A0425	1.00	0.87	7.15	$7.29	$7.36	n/a	$11.04	
07102	13	A0426	1.20	0.87	222.29	$247.32	$249.75	$306.19	n/a	
07102	13	A0427	1.90	0.87	222.29	$391.60	$395.43	$484.80	n/a	
07102	13	A0428	1.00	0.87	222.29	$206.10	$208.12	$255.16	n/a	
07102	13	A0429	1.60	0.87	222.29	$329.76	$333.00	$408.26	n/a	
07102	13	A0430	1.00	0.87	3016.51	"$2,820.44"	"$4,230.66"	n/a	"$4,230.66"	
07102	13	A0431	1.00	0.87	3507.14	"$3,279.18"	"$4,918.76"	n/a	"$4,918.76"	
07102	13	A0432	1.75	0.87	222.29	$360.68	$364.22	n/a	n/a	
07102	13	A0433	2.75	0.87	222.29	$566.78	$572.34	$701.69	n/a	
07102	13	A0434	3.25	0.87	222.29	$669.83	$676.40	$829.27	n/a	
07102	13	A0435	1.00	0.87	8.56	$8.56	$12.84	n/a	$12.84	
07102	13	A0436	1.00	0.87	22.84	$22.84	$34.26	n/a	$34.26	
07202	01	A0425	1.00	0.975	7.15	$7.29	$7.36	n/a	$11.04	
07202	01	A0426	1.20	0.975	222.29	$267.32	$269.94	$330.95	n/a	
07202	01	A0427	1.90	0.975	222.29	$423.26	$427.41	$524.00	n/a	
07202	01	A0428	1.00	0.975	222.29	$222.77	$224.95	$275.79	n/a	
07202	01	A0429	1.60	0.975	222.29	$356.43	$359.92	$441.26	n/a	
07202	01	A0430	1.00	0.975	3016.51	"$2,978.80"	"$4,468.21"	n/a	"$4,468.21"	
07202	01	A0431	1.00	0.975	3507.14	"$3,463.30"	"$5,194.95"	n/a	"$5,194.95"	
07202	01	A0432	1.75	0.975	222.29	$389.84	$393.67	n/a	n/a	
07202	01	A0433	2.75	0.975	222.29	$612.61	$618.62	$758.43	n/a	
07202	01	A0434	3.25	0.975	222.29	$724.00	$731.09	$896.32	n/a	
07202	01	A0435	1.00	0.975	8.56	$8.56	$12.84	n/a	$12.84	
07202	01	A0436	1.00	0.975	22.84	$22.84	$34.26	n/a	$34.26	
07202	99	A0425	1.00	0.887	7.15	$7.29	$7.36	n/a	$11.04	
07202	99	A0426	1.20	0.887	222.29	$250.56	$253.02	$310.20	n/a	
07202	99	A0427	1.90	0.887	222.29	$396.72	$400.61	$491.15	n/a	
07202	99	A0428	1.00	0.887	222.29	$208.80	$210.85	$258.50	n/a	
07202	99	A0429	1.60	0.887	222.29	$334.08	$337.36	$413.60	n/a	
07202	99	A0430	1.00	0.887	3016.51	"$2,846.08"	"$4,269.12"	n/a	"$4,269.12"	
07202	99	A0431	1.00	0.887	3507.14	"$3,308.99"	"$4,963.48"	n/a	"$4,963.48"	
07202	99	A0432	1.75	0.887	222.29	$365.40	$368.98	n/a	n/a	
07202	99	A0433	2.75	0.887	222.29	$574.20	$579.83	$710.87	n/a	
07202	99	A0434	3.25	0.887	222.29	$678.60	$685.26	$840.13	n/a	
07202	99	A0435	1.00	0.887	8.56	$8.56	$12.84	n/a	$12.84	
07202	99	A0436	1.00	0.887	22.84	$22.84	$34.26	n/a	$34.26	
07302	00	A0425	1.00	0.867	7.15	$7.29	$7.36	n/a	$11.04	
07302	00	A0426	1.20	0.867	222.29	$246.75	$249.17	$305.48	n/a	
07302	00	A0427	1.90	0.867	222.29	$390.69	$394.52	$483.68	n/a	
07302	00	A0428	1.00	0.867	222.29	$205.63	$207.64	$254.57	n/a	
07302	00	A0429	1.60	0.867	222.29	$329.00	$332.23	$407.31	n/a	
07302	00	A0430	1.00	0.867	3016.51	"$2,815.91"	"$4,223.87"	n/a	"$4,223.87"	
07302	00	A0431	1.00	0.867	3507.14	"$3,273.92"	"$4,910.87"	n/a	"$4,910.87"	
07302	00	A0432	1.75	0.867	222.29	$359.85	$363.37	n/a	n/a	
07302	00	A0433	2.75	0.867	222.29	$565.47	$571.02	$700.07	n/a	
07302	00	A0434	3.25	0.867	222.29	$668.29	$674.84	$827.35	n/a	
07302	00	A0435	1.00	0.867	8.56	$8.56	$12.84	n/a	$12.84	
07302	00	A0436	1.00	0.867	22.84	$22.84	$34.26	n/a	$34.26	
08102	00	A0425	1.00	0.92	7.15	$7.29	$7.36	n/a	$11.04	
08102	00	A0426	1.20	0.92	222.29	$256.85	$259.36	$317.98	n/a	
08102	00	A0427	1.90	0.92	222.29	$406.67	$410.66	$503.47	n/a	
08102	00	A0428	1.00	0.92	222.29	$214.04	$216.14	$264.99	n/a	
08102	00	A0429	1.60	0.92	222.29	$342.46	$345.82	$423.98	n/a	
08102	00	A0430	1.00	0.92	3016.51	"$2,895.85"	"$4,343.77"	n/a	"$4,343.77"	
08102	00	A0431	1.00	0.92	3507.14	"$3,366.85"	"$5,050.28"	n/a	"$5,050.28"	
08102	00	A0432	1.75	0.92	222.29	$374.57	$378.24	n/a	n/a	
08102	00	A0433	2.75	0.92	222.29	$588.61	$594.38	$728.71	n/a	
08102	00	A0434	3.25	0.92	222.29	$695.63	$702.45	$861.20	n/a	
08102	00	A0435	1.00	0.92	8.56	$8.56	$12.84	n/a	$12.84	
08102	00	A0436	1.00	0.92	22.84	$22.84	$34.26	n/a	$34.26	
08202	01	A0425	1.00	0.992	7.15	$7.29	$7.36	n/a	$11.04	
08202	01	A0426	1.20	0.992	222.29	$270.56	$273.21	$334.96	n/a	
08202	01	A0427	1.90	0.992	222.29	$428.39	$432.59	$530.36	n/a	
08202	01	A0428	1.00	0.992	222.29	$225.47	$227.68	$279.14	n/a	
08202	01	A0429	1.60	0.992	222.29	$360.75	$364.28	$446.61	n/a	
08202	01	A0430	1.00	0.992	3016.51	"$3,004.44"	"$4,506.67"	n/a	"$4,506.67"	
08202	01	A0431	1.00	0.992	3507.14	"$3,493.11"	"$5,239.67"	n/a	"$5,239.67"	
08202	01	A0432	1.75	0.992	222.29	$394.57	$398.43	n/a	n/a	
08202	01	A0433	2.75	0.992	222.29	$620.03	$626.11	$767.61	n/a	
08202	01	A0434	3.25	0.992	222.29	$732.76	$739.95	$907.18	n/a	
08202	01	A0435	1.00	0.992	8.56	$8.56	$12.84	n/a	$12.84	
08202	01	A0436	1.00	0.992	22.84	$22.84	$34.26	n/a	$34.26	
08202	99	A0425	1.00	0.92	7.15	$7.29	$7.36	n/a	$11.04	
08202	99	A0426	1.20	0.92	222.29	$256.85	$259.36	$317.98	n/a	
08202	99	A0427	1.90	0.92	222.29	$406.67	$410.66	$503.47	n/a	
08202	99	A0428	1.00	0.92	222.29	$214.04	$216.14	$264.99	n/a	
08202	99	A0429	1.60	0.92	222.29	$342.46	$345.82	$423.98	n/a	
08202	99	A0430	1.00	0.92	3016.51	"$2,895.85"	"$4,343.77"	n/a	"$4,343.77"	
08202	99	A0431	1.00	0.92	3507.14	"$3,366.85"	"$5,050.28"	n/a	"$5,050.28"	
08202	99	A0432	1.75	0.92	222.29	$374.57	$378.24	n/a	n/a	
08202	99	A0433	2.75	0.92	222.29	$588.61	$594.38	$728.71	n/a	
08202	99	A0434	3.25	0.92	222.29	$695.63	$702.45	$861.20	n/a	
08202	99	A0435	1.00	0.92	8.56	$8.56	$12.84	n/a	$12.84	
08202	99	A0436	1.00	0.92	22.84	$22.84	$34.26	n/a	$34.26	
09102	03	A0425	1.00	1.021	7.15	$7.29	$7.36	n/a	$11.04	
09102	03	A0426	1.20	1.021	222.29	$276.08	$278.79	$341.80	n/a	
09102	03	A0427	1.90	1.021	222.29	$437.13	$441.42	$541.18	n/a	
09102	03	A0428	1.00	1.021	222.29	$230.07	$232.32	$284.82	n/a	
09102	03	A0429	1.60	1.021	222.29	$368.11	$371.72	$455.73	n/a	
09102	03	A0430	1.00	1.021	3016.51	"$3,048.18"	"$4,572.28"	n/a	"$4,572.28"	
09102	03	A0431	1.00	1.021	3507.14	"$3,543.96"	"$5,315.95"	n/a	"$5,315.95"	
09102	03	A0432	1.75	1.021	222.29	$402.62	$406.57	n/a	n/a	
09102	03	A0433	2.75	1.021	222.29	$632.69	$638.89	$783.28	n/a	
09102	03	A0434	3.25	1.021	222.29	$747.72	$755.05	$925.69	n/a	
09102	03	A0435	1.00	1.021	8.56	$8.56	$12.84	n/a	$12.84	
09102	03	A0436	1.00	1.021	22.84	$22.84	$34.26	n/a	$34.26	
09102	04	A0425	1.00	1.031	7.15	$7.29	$7.36	n/a	$11.04	
09102	04	A0426	1.20	1.031	222.29	$277.99	$280.71	$344.15	n/a	
09102	04	A0427	1.90	1.031	222.29	$440.15	$444.46	$544.91	n/a	
09102	04	A0428	1.00	1.031	222.29	$231.66	$233.93	$286.80	n/a	
09102	04	A0429	1.60	1.031	222.29	$370.65	$374.28	$458.87	n/a	
09102	04	A0430	1.00	1.031	3016.51	"$3,063.27"	"$4,594.90"	n/a	"$4,594.90"	
09102	04	A0431	1.00	1.031	3507.14	"$3,561.50"	"$5,342.25"	n/a	"$5,342.25"	
09102	04	A0432	1.75	1.031	222.29	$405.40	$409.37	n/a	n/a	
09102	04	A0433	2.75	1.031	222.29	$637.05	$643.30	$788.69	n/a	
09102	04	A0434	3.25	1.031	222.29	$752.88	$760.26	$932.08	n/a	
09102	04	A0435	1.00	1.031	8.56	$8.56	$12.84	n/a	$12.84	
09102	04	A0436	1.00	1.031	22.84	$22.84	$34.26	n/a	$34.26	
09102	99	A0425	1.00	0.956	7.15	$7.29	$7.36	n/a	$11.04	
09102	99	A0426	1.20	0.956	222.29	$263.70	$266.29	$326.47	n/a	
09102	99	A0427	1.90	0.956	222.29	$417.53	$421.62	$516.91	n/a	
09102	99	A0428	1.00	0.956	222.29	$219.75	$221.91	$272.06	n/a	
09102	99	A0429	1.60	0.956	222.29	$351.60	$355.05	$435.29	n/a	
09102	99	A0430	1.00	0.956	3016.51	"$2,950.15"	"$4,425.22"	n/a	"$4,425.22"	
09102	99	A0431	1.00	0.956	3507.14	"$3,429.98"	"$5,144.97"	n/a	"$5,144.97"	
09102	99	A0432	1.75	0.956	222.29	$384.57	$388.34	n/a	n/a	
09102	99	A0433	2.75	0.956	222.29	$604.32	$610.24	$748.15	n/a	
09102	99	A0434	3.25	0.956	222.29	$714.20	$721.20	$884.19	n/a	
09102	99	A0435	1.00	0.956	8.56	$8.56	$12.84	n/a	$12.84	
09102	99	A0436	1.00	0.956	22.84	$22.84	$34.26	n/a	$34.26	
09202	20	A0425	1.00	0.856	7.15	$7.29	$7.36	n/a	$11.04	
09202	20	A0426	1.20	0.856	222.29	$244.66	$247.06	$302.90	n/a	
09202	20	A0427	1.90	0.856	222.29	$387.37	$391.17	$479.57	n/a	
09202	20	A0428	1.00	0.856	222.29	$203.88	$205.88	$252.41	n/a	
09202	20	A0429	1.60	0.856	222.29	$326.21	$329.41	$403.86	n/a	
09202	20	A0430	1.00	0.856	3016.51	"$2,799.32"	"$4,198.98"	n/a	"$4,198.98"	
09202	20	A0431	1.00	0.856	3507.14	"$3,254.63"	"$4,881.94"	n/a	"$4,881.94"	
09202	20	A0432	1.75	0.856	222.29	$356.79	$360.29	n/a	n/a	
09202	20	A0433	2.75	0.856	222.29	$560.67	$566.17	$694.12	n/a	
09202	20	A0434	3.25	0.856	222.29	$662.61	$669.11	$820.33	n/a	
09202	20	A0435	1.00	0.856	8.56	$8.56	$12.84	n/a	$12.84	
